country_code,country_name,year,non-resident,resident,total
BLZ,Belize,2006,41.0,1.0,42.0
BLZ,Belize,2007,48.0,,48.0
BLZ,Belize,2008,54.0,,54.0
BLZ,Belize,2011,49.0,,49.0
BLZ,Belize,2012,51.0,,51.0
BLZ,Belize,2013,32.0,,32.0
BLZ,Belize,2014,36.0,,36.0
BLZ,Belize,2015,26.0,,26.0
BLZ,Belize,2016,37.0,,37.0
BLZ,Belize,2017,32.0,,32.0
BLZ,Belize,2018,24.0,,24.0
BLZ,Belize,2019,32.0,,32.0
BLZ,Belize,2020,23.0,,23.0
BLZ,Belize,2021,27.0,,27.0
BOL,Bolivia,1980,117.0,8.0,125.0
BOL,Bolivia,1981,120.0,12.0,132.0
BOL,Bolivia,1982,89.0,18.0,107.0
BOL,Bolivia,1983,70.0,11.0,81.0
BOL,Bolivia,1984,54.0,4.0,58.0
BOL,Bolivia,1985,41.0,5.0,46.0
BOL,Bolivia,1993,62.0,26.0,88.0
BOL,Bolivia,1994,89.0,28.0,117.0
BOL,Bolivia,1995,106.0,17.0,123.0
BOL,Bolivia,2014,294.0,9.0,303.0
BOL,Bolivia,2016,241.0,12.0,253.0
BOL,Bolivia,2017,277.0,59.0,336.0
BOL,Bolivia,2020,151.0,8.0,159.0
BOL,Bolivia,2021,227.0,5.0,232.0
BRA,Brazil,1980,6228.0,2149.0,8377.0
BRA,Brazil,1981,6113.0,2171.0,8284.0
BRA,Brazil,1982,5562.0,2116.0,7678.0
BRA,Brazil,1983,4900.0,2302.0,7202.0
BRA,Brazil,1984,4657.0,2062.0,6719.0
BRA,Brazil,1985,4565.0,1954.0,6519.0
BRA,Brazil,1986,4413.0,1855.0,6268.0
BRA,Brazil,1987,4702.0,2451.0,7153.0
BRA,Brazil,1988,4546.0,2338.0,6884.0
BRA,Brazil,1989,4657.0,2323.0,6980.0
BRA,Brazil,1990,5148.0,2389.0,7537.0
BRA,Brazil,1991,4625.0,2319.0,6944.0
BRA,Brazil,1992,4374.0,2100.0,6474.0
BRA,Brazil,1993,4221.0,2429.0,6650.0
BRA,Brazil,1994,4228.0,2269.0,6497.0
BRA,Brazil,1995,4741.0,2707.0,7448.0
BRA,Brazil,1996,5446.0,2611.0,8057.0
BRA,Brazil,1997,13479.0,2756.0,16235.0
BRA,Brazil,1998,13546.0,2491.0,16037.0
BRA,Brazil,1999,14693.0,2816.0,17509.0
BRA,Brazil,2000,14104.0,3179.0,17283.0
BRA,Brazil,2001,14410.0,3439.0,17849.0
BRA,Brazil,2002,13204.0,3481.0,16685.0
BRA,Brazil,2003,12545.0,3866.0,16411.0
BRA,Brazil,2004,12669.0,4044.0,16713.0
BRA,Brazil,2005,14444.0,4054.0,18498.0
BRA,Brazil,2006,15886.0,3956.0,19842.0
BRA,Brazil,2007,17469.0,4194.0,21663.0
BRA,Brazil,2008,18890.0,4280.0,23170.0
BRA,Brazil,2009,18135.0,4271.0,22406.0
BRA,Brazil,2010,20771.0,4228.0,24999.0
BRA,Brazil,2011,23954.0,4695.0,28649.0
BRA,Brazil,2012,25637.0,4798.0,30435.0
BRA,Brazil,2013,25925.0,4959.0,30884.0
BRA,Brazil,2014,25683.0,4659.0,30342.0
BRA,Brazil,2015,25578.0,4641.0,30219.0
BRA,Brazil,2016,22810.0,5200.0,28010.0
BRA,Brazil,2017,20178.0,5480.0,25658.0
BRA,Brazil,2018,19877.0,4980.0,24857.0
BRA,Brazil,2019,19932.0,5464.0,25396.0
BRA,Brazil,2020,19058.0,5280.0,24338.0
BRA,Brazil,2021,19566.0,4666.0,24232.0
BRB,Barbados,1980,44.0,,44.0
BRB,Barbados,1981,38.0,,38.0
BRB,Barbados,1984,35.0,3.0,38.0
BRB,Barbados,1999,68.0,,68.0
BRB,Barbados,2001,85.0,,85.0
BRB,Barbados,2002,93.0,,93.0
BRB,Barbados,2003,121.0,2.0,123.0
BRB,Barbados,2004,80.0,,80.0
BRB,Barbados,2005,76.0,,76.0
BRB,Barbados,2006,44.0,,44.0
BRB,Barbados,2007,109.0,3.0,112.0
BRB,Barbados,2008,84.0,1.0,85.0
BRB,Barbados,2009,79.0,,79.0
BRB,Barbados,2010,88.0,,88.0
BRB,Barbados,2011,71.0,,71.0
BRB,Barbados,2012,36.0,,36.0
BRB,Barbados,2013,39.0,3.0,42.0
BRB,Barbados,2014,38.0,1.0,39.0
BRB,Barbados,2015,45.0,,45.0
BRB,Barbados,2016,41.0,,41.0
BRB,Barbados,2019,31.0,,31.0
BRB,Barbados,2020,,29.0,29.0
BRB,Barbados,2021,,73.0,73.0
BRN,Brunei Darussalam,1993,88.0,,88.0
BRN,Brunei Darussalam,1994,41.0,,41.0
BRN,Brunei Darussalam,1995,42.0,,42.0
BRN,Brunei Darussalam,1996,21.0,,21.0
BRN,Brunei Darussalam,1997,42.0,,42.0
BRN,Brunei Darussalam,1998,32.0,,32.0
BRN,Brunei Darussalam,1999,34.0,,34.0
BRN,Brunei Darussalam,2000,21.0,,21.0
BRN,Brunei Darussalam,2001,21.0,,21.0
BRN,Brunei Darussalam,2002,21.0,,21.0
BRN,Brunei Darussalam,2003,43.0,,43.0
BRN,Brunei Darussalam,2004,31.0,,31.0
BRN,Brunei Darussalam,2005,26.0,,26.0
BRN,Brunei Darussalam,2006,41.0,,41.0
BRN,Brunei Darussalam,2007,64.0,,64.0
BRN,Brunei Darussalam,2008,75.0,,75.0
BRN,Brunei Darussalam,2009,42.0,,42.0
BRN,Brunei Darussalam,2012,11.0,20.0,31.0
BRN,Brunei Darussalam,2013,15.0,20.0,35.0
BRN,Brunei Darussalam,2014,91.0,26.0,117.0
BRN,Brunei Darussalam,2016,73.0,16.0,89.0
BRN,Brunei Darussalam,2017,99.0,8.0,107.0
BRN,Brunei Darussalam,2018,95.0,26.0,121.0
BRN,Brunei Darussalam,2019,133.0,8.0,141.0
BRN,Brunei Darussalam,2020,115.0,5.0,120.0
BRN,Brunei Darussalam,2021,137.0,2.0,139.0
BTN,Bhutan,2012,1.0,3.0,4.0
BTN,Bhutan,2013,4.0,3.0,7.0
BTN,Bhutan,2015,7.0,1.0,8.0
BTN,Bhutan,2016,1.0,4.0,5.0
BTN,Bhutan,2017,3.0,,3.0
BTN,Bhutan,2018,9.0,1.0,10.0
BTN,Bhutan,2019,17.0,1.0,18.0
BTN,Bhutan,2020,6.0,,6.0
BTN,Bhutan,2021,7.0,,7.0
BWA,Botswana,1980,18.0,,18.0
BWA,Botswana,1981,34.0,,34.0
BWA,Botswana,1982,29.0,,29.0
BWA,Botswana,2011,8.0,1.0,9.0
BWA,Botswana,2012,9.0,5.0,14.0
BWA,Botswana,2013,1.0,8.0,9.0
BWA,Botswana,2014,5.0,4.0,9.0
BWA,Botswana,2015,5.0,3.0,8.0
BWA,Botswana,2016,6.0,1.0,7.0
BWA,Botswana,2017,4.0,3.0,7.0
BWA,Botswana,2018,3.0,,3.0
BWA,Botswana,2019,,2.0,2.0
BWA,Botswana,2020,2.0,2.0,4.0
BWA,Botswana,2021,,3.0,3.0
CAN,Canada,1980,22699.0,1648.0,24347.0
CAN,Canada,1981,23267.0,2164.0,25431.0
CAN,Canada,1982,23883.0,2000.0,25883.0
CAN,Canada,1983,23690.0,2017.0,25707.0
CAN,Canada,1984,24709.0,2026.0,26735.0
CAN,Canada,1985,25482.0,2092.0,27574.0
CAN,Canada,1986,25596.0,2161.0,27757.0
CAN,Canada,1987,26598.0,2527.0,29125.0
CAN,Canada,1988,28869.0,2772.0,31641.0
CAN,Canada,1989,32060.0,3031.0,35091.0
CAN,Canada,1990,24375.0,2549.0,26924.0
CAN,Canada,1991,21097.0,2182.0,23279.0
CAN,Canada,1992,22950.0,2807.0,25757.0
CAN,Canada,1993,23307.0,3623.0,26930.0
CAN,Canada,1994,24683.0,2480.0,27163.0
CAN,Canada,1995,24161.0,2431.0,26592.0
CAN,Canada,1996,24987.0,2583.0,27570.0
CAN,Canada,1997,25238.0,3344.0,28582.0
CAN,Canada,1998,30163.0,3809.0,33972.0
CAN,Canada,1999,33189.0,4061.0,37250.0
CAN,Canada,2000,35435.0,4187.0,39622.0
CAN,Canada,2001,35753.0,3963.0,39716.0
CAN,Canada,2002,35782.0,3959.0,39741.0
CAN,Canada,2003,33299.0,3929.0,37228.0
CAN,Canada,2004,32970.0,5231.0,38201.0
CAN,Canada,2005,34705.0,5183.0,39888.0
CAN,Canada,2006,36516.0,5522.0,42038.0
CAN,Canada,2007,35133.0,4998.0,40131.0
CAN,Canada,2008,37028.0,5061.0,42089.0
CAN,Canada,2009,32410.0,5067.0,37477.0
CAN,Canada,2010,30899.0,4550.0,35449.0
CAN,Canada,2011,30357.0,4754.0,35111.0
CAN,Canada,2012,30533.0,4709.0,35242.0
CAN,Canada,2013,30174.0,4567.0,34741.0
CAN,Canada,2014,31283.0,4198.0,35481.0
CAN,Canada,2015,32687.0,4277.0,36964.0
CAN,Canada,2016,30667.0,4078.0,34745.0
CAN,Canada,2017,30969.0,4053.0,35022.0
CAN,Canada,2018,31812.0,4349.0,36161.0
CAN,Canada,2019,32250.0,4238.0,36488.0
CAN,Canada,2020,30113.0,4452.0,34565.0
CAN,Canada,2021,32445.0,4710.0,37155.0
CHE,Switzerland,1980,5613.0,4049.0,9662.0
CHE,Switzerland,1981,4430.0,3712.0,8142.0
CHE,Switzerland,1982,3637.0,3845.0,7482.0
CHE,Switzerland,1983,3038.0,3817.0,6855.0
CHE,Switzerland,1984,2714.0,3393.0,6107.0
CHE,Switzerland,1985,2281.0,3191.0,5472.0
CHE,Switzerland,1986,1954.0,3199.0,5153.0
CHE,Switzerland,1987,1764.0,3298.0,5062.0
CHE,Switzerland,1988,1556.0,3236.0,4792.0
CHE,Switzerland,1989,1371.0,3247.0,4618.0
CHE,Switzerland,1990,1081.0,2987.0,4068.0
CHE,Switzerland,1991,893.0,2949.0,3842.0
CHE,Switzerland,1992,903.0,3068.0,3971.0
CHE,Switzerland,1993,874.0,2999.0,3873.0
CHE,Switzerland,1994,892.0,3033.0,3925.0
CHE,Switzerland,1995,830.0,2890.0,3720.0
CHE,Switzerland,1996,718.0,2504.0,3222.0
CHE,Switzerland,1997,620.0,2408.0,3028.0
CHE,Switzerland,1998,564.0,2025.0,2589.0
CHE,Switzerland,1999,535.0,1916.0,2451.0
CHE,Switzerland,2000,468.0,2083.0,2551.0
CHE,Switzerland,2001,594.0,1859.0,2453.0
CHE,Switzerland,2002,466.0,1827.0,2293.0
CHE,Switzerland,2003,396.0,1831.0,2227.0
CHE,Switzerland,2004,434.0,1742.0,2176.0
CHE,Switzerland,2005,455.0,1643.0,2098.0
CHE,Switzerland,2006,362.0,1740.0,2102.0
CHE,Switzerland,2007,342.0,1692.0,2034.0
CHE,Switzerland,2008,439.0,1594.0,2033.0
CHE,Switzerland,2009,394.0,1684.0,2078.0
CHE,Switzerland,2010,533.0,1622.0,2155.0
CHE,Switzerland,2011,446.0,1597.0,2043.0
CHE,Switzerland,2012,1508.0,1480.0,2988.0
CHE,Switzerland,2013,631.0,1525.0,2156.0
CHE,Switzerland,2014,568.0,1480.0,2048.0
CHE,Switzerland,2015,446.0,1477.0,1923.0
CHE,Switzerland,2016,309.0,1462.0,1771.0
CHE,Switzerland,2017,291.0,1337.0,1628.0
CHE,Switzerland,2018,332.0,1283.0,1615.0
CHE,Switzerland,2019,348.0,1369.0,1717.0
CHE,Switzerland,2020,301.0,1384.0,1685.0
CHE,Switzerland,2021,267.0,1288.0,1555.0
CHL,Chile,1980,685.0,140.0,825.0
CHL,Chile,1981,744.0,92.0,836.0
CHL,Chile,1982,665.0,96.0,761.0
CHL,Chile,1983,647.0,96.0,743.0
CHL,Chile,1984,602.0,105.0,707.0
CHL,Chile,1985,550.0,122.0,672.0
CHL,Chile,1986,592.0,96.0,688.0
CHL,Chile,1987,621.0,108.0,729.0
CHL,Chile,1988,622.0,111.0,733.0
CHL,Chile,1989,682.0,135.0,817.0
CHL,Chile,1990,642.0,169.0,811.0
CHL,Chile,1991,838.0,151.0,989.0
CHL,Chile,1992,949.0,178.0,1127.0
CHL,Chile,1993,1179.0,155.0,1334.0
CHL,Chile,1994,1418.0,219.0,1637.0
CHL,Chile,1995,1535.0,171.0,1706.0
CHL,Chile,1996,1771.0,176.0,1947.0
CHL,Chile,1997,2411.0,161.0,2572.0
CHL,Chile,1998,2568.0,207.0,2775.0
CHL,Chile,1999,2608.0,204.0,2812.0
CHL,Chile,2000,2879.0,241.0,3120.0
CHL,Chile,2001,2504.0,246.0,2750.0
CHL,Chile,2002,2147.0,391.0,2538.0
CHL,Chile,2003,2076.0,329.0,2405.0
CHL,Chile,2004,2485.0,382.0,2867.0
CHL,Chile,2005,2646.0,361.0,3007.0
CHL,Chile,2006,2924.0,291.0,3215.0
CHL,Chile,2007,3403.0,403.0,3806.0
CHL,Chile,2008,3421.0,531.0,3952.0
CHL,Chile,2009,1374.0,343.0,1717.0
CHL,Chile,2010,748.0,328.0,1076.0
CHL,Chile,2011,2453.0,339.0,2792.0
CHL,Chile,2012,2683.0,336.0,3019.0
CHL,Chile,2013,2732.0,340.0,3072.0
CHL,Chile,2014,2653.0,452.0,3105.0
CHL,Chile,2015,2831.0,443.0,3274.0
CHL,Chile,2016,2521.0,386.0,2907.0
CHL,Chile,2017,2469.0,425.0,2894.0
CHL,Chile,2018,2694.0,406.0,3100.0
CHL,Chile,2019,2799.0,438.0,3237.0
CHL,Chile,2020,2433.0,372.0,2805.0
CHL,Chile,2021,2680.0,402.0,3082.0
CHN,China,1985,4493.0,4065.0,8558.0
CHN,China,1986,4515.0,3494.0,8009.0
CHN,China,1987,4084.0,3975.0,8059.0
CHN,China,1988,4872.0,4780.0,9652.0
CHN,China,1989,4910.0,4749.0,9659.0
CHN,China,1990,4305.0,5832.0,10137.0
CHN,China,1991,4051.0,7372.0,11423.0
CHN,China,1992,4387.0,10022.0,14409.0
CHN,China,1993,7534.0,12084.0,19618.0
CHN,China,1994,7876.0,11191.0,19067.0
CHN,China,1995,8688.0,10011.0,18699.0
CHN,China,1996,11114.0,11628.0,22742.0
CHN,China,1997,12102.0,12672.0,24774.0
CHN,China,1998,33645.0,13751.0,47396.0
CHN,China,1999,34418.0,15626.0,50044.0
CHN,China,2000,26560.0,25346.0,51906.0
CHN,China,2001,33412.0,30038.0,63450.0
CHN,China,2002,40426.0,39806.0,80232.0
CHN,China,2003,48548.0,56769.0,105317.0
CHN,China,2004,64598.0,65786.0,130384.0
CHN,China,2005,79842.0,93485.0,173327.0
CHN,China,2006,88183.0,122318.0,210501.0
CHN,China,2007,92101.0,153060.0,245161.0
CHN,China,2008,95259.0,194579.0,289838.0
CHN,China,2009,85508.0,229096.0,314604.0
CHN,China,2010,98111.0,293066.0,391177.0
CHN,China,2011,110583.0,415829.0,526412.0
CHN,China,2012,117464.0,535313.0,652777.0
CHN,China,2013,120200.0,704936.0,825136.0
CHN,China,2014,127042.0,801135.0,928177.0
CHN,China,2015,133612.0,968252.0,1101864.0
CHN,China,2016,133522.0,1204981.0,1338503.0
CHN,China,2017,135885.0,1245709.0,1381594.0
CHN,China,2018,148187.0,1393815.0,1542002.0
CHN,China,2019,157093.0,1243568.0,1400661.0
CHN,China,2020,152342.0,1344817.0,1497159.0
CHN,China,2021,159019.0,1426644.0,1585663.0
CIV,Cote d'Ivoire,2012,1.0,26.0,27.0
COD,"Congo, Dem. Rep.",2018,107.0,44.0,151.0
COD,"Congo, Dem. Rep.",2019,90.0,42.0,132.0
COD,"Congo, Dem. Rep.",2020,110.0,72.0,182.0
COG,"Congo, Rep.",1986,81.0,5.0,86.0
COG,"Congo, Rep.",1988,55.0,19.0,74.0
COG,"Congo, Rep.",1994,21.0,,21.0
COG,"Congo, Rep.",1995,15.0,,15.0
COG,"Congo, Rep.",1996,27.0,,27.0
COL,Colombia,1980,335.0,43.0,378.0
COL,Colombia,1981,604.0,39.0,643.0
COL,Colombia,1983,527.0,82.0,609.0
COL,Colombia,1984,471.0,69.0,540.0
COL,Colombia,1985,441.0,72.0,513.0
COL,Colombia,1986,404.0,81.0,485.0
COL,Colombia,1987,532.0,52.0,584.0
COL,Colombia,1988,420.0,85.0,505.0
COL,Colombia,1989,516.0,90.0,606.0
COL,Colombia,1991,527.0,85.0,612.0
COL,Colombia,1992,575.0,120.0,695.0
COL,Colombia,1993,769.0,138.0,907.0
COL,Colombia,1994,867.0,124.0,991.0
COL,Colombia,1995,1093.0,141.0,1234.0
COL,Colombia,1996,1172.0,87.0,1259.0
COL,Colombia,1997,1497.0,80.0,1577.0
COL,Colombia,1998,1670.0,161.0,1831.0
COL,Colombia,1999,1615.0,68.0,1683.0
COL,Colombia,2000,1694.0,75.0,1769.0
COL,Colombia,2001,432.0,65.0,497.0
COL,Colombia,2002,858.0,54.0,912.0
COL,Colombia,2003,1127.0,82.0,1209.0
COL,Colombia,2004,1365.0,76.0,1441.0
COL,Colombia,2005,1662.0,99.0,1761.0
COL,Colombia,2006,1861.0,142.0,2003.0
COL,Colombia,2007,1862.0,128.0,1990.0
COL,Colombia,2008,1818.0,126.0,1944.0
COL,Colombia,2009,1551.0,128.0,1679.0
COL,Colombia,2010,1739.0,133.0,1872.0
COL,Colombia,2011,1770.0,183.0,1953.0
COL,Colombia,2012,1848.0,213.0,2061.0
COL,Colombia,2013,1781.0,251.0,2032.0
COL,Colombia,2014,1898.0,260.0,2158.0
COL,Colombia,2015,1921.0,321.0,2242.0
COL,Colombia,2016,1658.0,545.0,2203.0
COL,Colombia,2017,1777.0,595.0,2372.0
COL,Colombia,2018,1808.0,415.0,2223.0
COL,Colombia,2019,1735.0,422.0,2157.0
COL,Colombia,2020,1752.0,369.0,2121.0
COL,Colombia,2021,1855.0,432.0,2287.0
CPV,Cabo Verde,2016,1.0,2.0,3.0
CPV,Cabo Verde,2017,,2.0,2.0
CPV,Cabo Verde,2018,1.0,3.0,4.0
CPV,Cabo Verde,2019,1.0,,1.0
CPV,Cabo Verde,2020,4.0,1.0,5.0
CPV,Cabo Verde,2021,1.0,1.0,2.0
CRI,Costa Rica,1980,82.0,30.0,112.0
CRI,Costa Rica,1981,90.0,41.0,131.0
CRI,Costa Rica,1982,60.0,39.0,99.0
CRI,Costa Rica,1983,72.0,16.0,88.0
CRI,Costa Rica,1984,37.0,24.0,61.0
CRI,Costa Rica,1985,34.0,16.0,50.0
CRI,Costa Rica,1986,36.0,11.0,47.0
CRI,Costa Rica,1987,34.0,10.0,44.0
CRI,Costa Rica,1988,40.0,10.0,50.0
CRI,Costa Rica,1989,25.0,13.0,38.0
CRI,Costa Rica,1990,43.0,15.0,58.0
CRI,Costa Rica,1991,59.0,63.0,122.0
CRI,Costa Rica,1992,71.0,18.0,89.0
CRI,Costa Rica,1993,84.0,27.0,111.0
CRI,Costa Rica,1994,92.0,32.0,124.0
CRI,Costa Rica,1995,111.0,25.0,136.0
CRI,Costa Rica,1996,126.0,23.0,149.0
CRI,Costa Rica,1997,113.0,25.0,138.0
CRI,Costa Rica,1998,172.0,22.0,194.0
CRI,Costa Rica,1999,127.0,31.0,158.0
CRI,Costa Rica,2000,47.0,28.0,75.0
CRI,Costa Rica,2001,191.0,21.0,212.0
CRI,Costa Rica,2002,220.0,23.0,243.0
CRI,Costa Rica,2003,238.0,33.0,271.0
CRI,Costa Rica,2004,294.0,26.0,320.0
CRI,Costa Rica,2005,423.0,17.0,440.0
CRI,Costa Rica,2006,571.0,22.0,593.0
CRI,Costa Rica,2007,647.0,20.0,667.0
CRI,Costa Rica,2008,774.0,24.0,798.0
CRI,Costa Rica,2009,507.0,16.0,523.0
CRI,Costa Rica,2010,606.0,8.0,614.0
CRI,Costa Rica,2011,610.0,13.0,623.0
CRI,Costa Rica,2012,578.0,9.0,587.0
CRI,Costa Rica,2013,580.0,18.0,598.0
CRI,Costa Rica,2014,529.0,15.0,544.0
CRI,Costa Rica,2015,582.0,17.0,599.0
CRI,Costa Rica,2016,497.0,9.0,506.0
CRI,Costa Rica,2017,504.0,19.0,523.0
CRI,Costa Rica,2018,490.0,8.0,498.0
CRI,Costa Rica,2019,483.0,16.0,499.0
CRI,Costa Rica,2020,524.0,12.0,536.0
CRI,Costa Rica,2021,566.0,15.0,581.0
CUB,Cuba,1980,70.0,129.0,199.0
CUB,Cuba,1981,58.0,122.0,180.0
CUB,Cuba,1982,39.0,183.0,222.0
CUB,Cuba,1983,31.0,166.0,197.0
CUB,Cuba,1984,28.0,214.0,242.0
CUB,Cuba,1990,26.0,,26.0
CUB,Cuba,1991,24.0,,24.0
CUB,Cuba,1992,19.0,1.0,20.0
CUB,Cuba,1993,13.0,1.0,14.0
CUB,Cuba,1994,31.0,121.0,152.0
CUB,Cuba,1995,33.0,104.0,137.0
CUB,Cuba,1996,40.0,83.0,123.0
CUB,Cuba,1997,31.0,109.0,140.0
CUB,Cuba,1999,127.0,110.0,237.0
CUB,Cuba,2005,180.0,105.0,285.0
CUB,Cuba,2006,163.0,94.0,257.0
CUB,Cuba,2007,210.0,74.0,284.0
CUB,Cuba,2008,189.0,69.0,258.0
CUB,Cuba,2009,172.0,59.0,231.0
CUB,Cuba,2011,184.0,62.0,246.0
CUB,Cuba,2012,140.0,38.0,178.0
CUB,Cuba,2013,143.0,27.0,170.0
CUB,Cuba,2014,126.0,24.0,150.0
CUB,Cuba,2016,163.0,32.0,195.0
CUB,Cuba,2017,145.0,29.0,174.0
CUB,Cuba,2018,126.0,29.0,155.0
CUB,Cuba,2019,88.0,27.0,115.0
CUB,Cuba,2020,76.0,33.0,109.0
CUB,Cuba,2021,86.0,21.0,107.0
CYP,Cyprus,1980,66.0,1.0,67.0
CYP,Cyprus,1981,34.0,,34.0
CYP,Cyprus,1982,38.0,,38.0
CYP,Cyprus,1983,46.0,2.0,48.0
CYP,Cyprus,1984,54.0,2.0,56.0
CYP,Cyprus,1985,43.0,,43.0
CYP,Cyprus,1986,30.0,,30.0
CYP,Cyprus,1990,43.0,,43.0
CYP,Cyprus,1991,53.0,,53.0
CYP,Cyprus,1992,57.0,,57.0
CYP,Cyprus,2003,85.0,12.0,97.0
CYP,Cyprus,2004,85.0,9.0,94.0
CYP,Cyprus,2005,44.0,20.0,64.0
CYP,Cyprus,2007,16.0,3.0,19.0
CYP,Cyprus,2008,10.0,11.0,21.0
CYP,Cyprus,2009,6.0,6.0,12.0
CYP,Cyprus,2010,4.0,4.0,8.0
CYP,Cyprus,2011,8.0,,8.0
CYP,Cyprus,2012,8.0,4.0,12.0
CYP,Cyprus,2013,1.0,2.0,3.0
CYP,Cyprus,2014,,4.0,4.0
CYP,Cyprus,2015,1.0,6.0,7.0
CYP,Cyprus,2016,1.0,3.0,4.0
CYP,Cyprus,2017,4.0,8.0,12.0
CYP,Cyprus,2018,,4.0,4.0
CYP,Cyprus,2019,1.0,4.0,5.0
CYP,Cyprus,2020,1.0,2.0,3.0
CYP,Cyprus,2021,2.0,1.0,3.0
CZE,Czechia,1993,2040.0,893.0,2933.0
CZE,Czechia,1994,2593.0,756.0,3349.0
CZE,Czechia,1995,2893.0,626.0,3519.0
CZE,Czechia,1996,3247.0,614.0,3861.0
CZE,Czechia,1997,3661.0,579.0,4240.0
CZE,Czechia,1998,3771.0,624.0,4395.0
CZE,Czechia,1999,4204.0,596.0,4800.0
CZE,Czechia,2000,4384.0,555.0,4939.0
CZE,Czechia,2001,4184.0,568.0,4752.0
CZE,Czechia,2002,5031.0,526.0,5557.0
CZE,Czechia,2003,2954.0,625.0,3579.0
CZE,Czechia,2004,629.0,623.0,1252.0
CZE,Czechia,2005,244.0,586.0,830.0
CZE,Czechia,2006,195.0,641.0,836.0
CZE,Czechia,2007,192.0,716.0,908.0
CZE,Czechia,2008,142.0,712.0,854.0
CZE,Czechia,2009,92.0,789.0,881.0
CZE,Czechia,2010,114.0,868.0,982.0
CZE,Czechia,2011,97.0,783.0,880.0
CZE,Czechia,2012,150.0,867.0,1017.0
CZE,Czechia,2013,97.0,984.0,1081.0
CZE,Czechia,2014,62.0,910.0,972.0
CZE,Czechia,2015,72.0,880.0,952.0
CZE,Czechia,2016,47.0,792.0,839.0
CZE,Czechia,2017,66.0,794.0,860.0
CZE,Czechia,2018,54.0,678.0,732.0
CZE,Czechia,2019,48.0,765.0,813.0
CZE,Czechia,2020,56.0,673.0,729.0
CZE,Czechia,2021,59.0,541.0,600.0
DEU,Germany,1980,19900.0,28683.0,48583.0
DEU,Germany,1981,16738.0,29841.0,46579.0
DEU,Germany,1982,17158.0,30668.0,47826.0
DEU,Germany,1983,15445.0,31658.0,47103.0
DEU,Germany,1984,13225.0,31984.0,45209.0
DEU,Germany,1985,12180.0,32202.0,44382.0
DEU,Germany,1986,10945.0,32169.0,43114.0
DEU,Germany,1987,9933.0,31597.0,41530.0
DEU,Germany,1988,9332.0,31912.0,41244.0
DEU,Germany,1989,9168.0,31171.0,40339.0
DEU,Germany,1990,8605.0,30724.0,39329.0
DEU,Germany,1991,7784.0,32256.0,40040.0
DEU,Germany,1992,7404.0,33919.0,41323.0
DEU,Germany,1993,6995.0,34752.0,41747.0
DEU,Germany,1994,7261.0,36715.0,43976.0
DEU,Germany,1995,8055.0,38103.0,46158.0
DEU,Germany,1996,9511.0,42322.0,51833.0
DEU,Germany,1997,11291.0,44438.0,55729.0
DEU,Germany,1998,10843.0,46523.0,57366.0
DEU,Germany,1999,9502.0,50029.0,59531.0
DEU,Germany,2000,10406.0,51736.0,62142.0
DEU,Germany,2001,10486.0,49989.0,60475.0
DEU,Germany,2002,10589.0,47598.0,58187.0
DEU,Germany,2003,10663.0,47818.0,58481.0
DEU,Germany,2004,10786.0,48448.0,59234.0
DEU,Germany,2005,11855.0,48367.0,60222.0
DEU,Germany,2006,12573.0,48012.0,60585.0
DEU,Germany,2007,13139.0,47853.0,60992.0
DEU,Germany,2008,13177.0,49240.0,62417.0
DEU,Germany,2009,11724.0,47859.0,59583.0
DEU,Germany,2010,12198.0,47047.0,59245.0
DEU,Germany,2011,12458.0,46986.0,59444.0
DEU,Germany,2012,14720.0,46620.0,61340.0
DEU,Germany,2013,15814.0,47353.0,63167.0
DEU,Germany,2014,17811.0,48154.0,65965.0
DEU,Germany,2015,19509.0,47384.0,66893.0
DEU,Germany,2016,19419.0,48480.0,67899.0
DEU,Germany,2017,19927.0,47785.0,67712.0
DEU,Germany,2018,21281.0,46617.0,67898.0
DEU,Germany,2019,20802.0,46632.0,67434.0
DEU,Germany,2020,19845.0,42260.0,62105.0
DEU,Germany,2021,18747.0,39822.0,58569.0
DJI,Djibouti,2013,2.0,1.0,3.0
DJI,Djibouti,2014,4.0,,4.0
DJI,Djibouti,2020,5.0,,5.0
DJI,Djibouti,2021,10.0,3.0,13.0
DMA,Dominica,1995,2.0,,2.0
DMA,Dominica,2016,4.0,,4.0
DMA,Dominica,2017,3.0,,3.0
DMA,Dominica,2018,4.0,,4.0
DMA,Dominica,2019,3.0,,3.0
DMA,Dominica,2020,2.0,,2.0
DMA,Dominica,2021,11.0,,11.0
DNK,Denmark,1980,4605.0,964.0,5569.0
DNK,Denmark,1981,4745.0,1085.0,5830.0
DNK,Denmark,1982,4706.0,1095.0,5801.0
DNK,Denmark,1983,4920.0,1167.0,6087.0
DNK,Denmark,1984,5312.0,966.0,6278.0
DNK,Denmark,1985,5236.0,856.0,6092.0
DNK,Denmark,1986,5386.0,958.0,6344.0
DNK,Denmark,1987,4759.0,1007.0,5766.0
DNK,Denmark,1988,6124.0,1197.0,7321.0
DNK,Denmark,1989,4683.0,1120.0,5803.0
DNK,Denmark,1990,1843.0,1218.0,3061.0
DNK,Denmark,1991,370.0,1061.0,1431.0
DNK,Denmark,1992,361.0,1204.0,1565.0
DNK,Denmark,1993,254.0,1159.0,1413.0
DNK,Denmark,1994,176.0,1274.0,1450.0
