country_code,country_name,year,education_component,patents_component,infrastructure_component,governance_component,H7_evolutionary_progression
ATG,,2015,0.6194712075191087,0.1188270685345645,0.90231,0.6517580530351655,0.4561363377061077
ATG,,2016,0.4839606012560277,0.1304713385927783,0.9092946875,0.6467727794924104,0.43898065105948547
ATG,,2017,0.6168953176666646,0.1048395998926434,0.9123815625,0.6108175258023071,0.43571870547267877
ATG,,2018,0.6384616014412922,0.1188270685345645,0.8873487499999999,0.6179107358983141,0.4516141722746867
AUS,,2000,0.3407711699551775,0.6486436224093232,0.6395516874999999,0.8798495523958786,0.5938657324009128
AUS,,2002,0.4603840891868684,0.6503460844740075,0.7539239999999999,0.8627127274873674,0.6643006118158519
AUS,,2003,0.4619255724605679,0.6473421481399495,0.7679790909090908,0.8711696953774741,0.6687896007658588
AUS,,2004,0.4640786033080408,0.6512308312581638,0.785832909090909,0.889725521359019,0.6779976518923306
AUS,,2005,0.347626635963817,0.6542886538649966,0.7478294999999999,0.8713309799155413,0.6204646536534211
AUS,,2006,0.4653324723021602,0.6602922788702102,0.7637078749999999,0.869039958058192,0.6719959386655848
AUS,,2007,0.4742873311455016,0.6625005024454913,0.7813537499999998,0.8755869238135378,0.6809162144650683
AUS,,2008,0.4734288583398689,0.6612056778421108,0.7908525,0.879537159062443,0.6831015117284353
AUS,,2009,0.4732892743413157,0.6537725458063284,0.7969237499999999,0.8755862932752096,0.6816591465679347
AUS,,2010,0.354868471992218,0.6572347577215738,0.8020237499999999,0.8762335122753832,0.6362807098431329
AUS,,2011,0.4735744649050522,0.6590018104566009,0.8181790624999999,0.881630815175025,0.6888148509240579
AUS,,2012,0.4754749886296508,0.6612374178011261,0.8174999999999999,0.8789813119161599,0.6894267421423782
AUS,,2013,0.4761144823815125,0.6695978864195427,0.8324571875,0.8714096809331671,0.693469617658402
AUS,,2014,0.47447322280577,0.6601661816125918,0.8327574999999999,0.8775564598743338,0.6916950221265923
AUS,,2015,0.7356354221040611,0.6669396397201611,0.8362615624999999,0.8624186618933481,0.7712627582640518
AUS,,2016,0.7259331342178372,0.6664235952484346,0.84434875,0.8658929131761854,0.771184440667721
AUS,,2017,0.7054023675207833,0.6676692477493794,0.842703125,0.8588241306273077,0.764089589027799
AUS,,2018,0.6506470561877717,0.6701585457366003,0.85629125,0.865050018740009,0.7538699614030068
AUS,,2019,0.6801749466139946,0.6696939856780136,0.8672221874999999,0.858168083240812,0.7630446333184181
AUS,,2020,0.6635920122013774,0.6685986108310605,0.8645796875,0.8483507099661896,0.7552865810733767
AUS,,2021,0.6624727940833064,0.675642170425787,0.8719368750000001,0.8506655016489327,0.7590705903964536
AUT,,2000,0.4557401769675077,0.4912978631039584,0.57043922584141,0.8569362526499302,0.5751816501335192
AUT,,2002,0.5402437677824522,0.4900760335060454,0.5861515525702368,0.8845386272417418,0.6086883479499158
AUT,,2003,0.540842552638757,0.4922601367994816,0.6100847193391403,0.8766291389821873,0.6142821461967025
AUT,,2004,0.5412169390800606,0.4974662473141915,0.6514000196976513,0.8835222136071124,0.6274080117698453
AUT,,2005,0.4611003941247671,0.4972163636193223,0.6700937439169018,0.8743708798117147,0.6054008672961815
AUT,,2006,0.5441362147080717,0.5011108277223837,0.693368928965771,0.8811425509446363,0.6388707311685319
AUT,,2007,0.5037475405490468,0.5017131920411403,0.7174275195954143,0.8956601034288774,0.6348153653418864
AUT,,2008,0.5065909228083375,0.5005297409681263,0.7387926122220858,0.8832574822067558,0.6377849842505002
AUT,,2009,0.5090171143016446,0.4985934055159614,0.7480214615793562,0.8611175626539839,0.6358634396445662
AUT,,2010,0.4576356816041025,0.5017392640795177,0.7631509574830626,0.863683573104615,0.6237215795862529
AUT,,2011,0.5192961064857262,0.4950984086900033,0.7826320908136697,0.849391806516804,0.6429735074100612
AUT,,2012,0.52347151051931,0.4985115457369823,0.7929202798565955,0.8597105266588744,0.649437721741749
AUT,,2013,0.5289557734883565,0.4944068419377373,0.7893445289603184,0.8632746645101353,0.6497254193891047
AUT,,2014,0.5297366988677001,0.4931503608256587,0.7848928005425373,0.8580813408959816,0.6476562411458745
AUT,,2015,0.5320780731178402,0.495413098135524,0.7978454960877329,0.8425355871220553,0.6488024400751676
AUT,,2016,0.5288774044146534,0.4917204933779504,0.7666345908136697,0.8343672862829028,0.6386379910138185
AUT,,2017,0.5317262588699783,0.4914188763180158,0.7729283869736501,0.8419157612329208,0.6421506996364643
AUT,,2018,0.536099304834878,0.4883918378972593,0.7725669775010563,0.8452173878470615,0.6430275069426774
AUT,,2019,0.539592151224636,0.4904754821280994,0.7694948992625308,0.8400125366926882,0.6431223608772987
AUT,,2020,0.5431952695059338,0.4911766394320315,0.7681593642906801,0.8394180079452892,0.6440295928011297
AUT,,2021,0.5527453053383247,0.483148495099869,0.783407738791423,0.8254377537369008,0.6446432951133454
AZE,,2002,0.4402398156653936,0.3342838360891028,0.4144779843188974,0.3194903306362068,0.37362933790608027
AZE,,2003,0.4299576051704471,0.3406123717349033,0.5528861090569349,0.3390657651485216,0.4070534299538457
AZE,,2004,0.4350024227977654,0.3439505665991009,0.5609973398261656,0.3287525257488962,0.40757205698677856
AZE,,2005,0.4266543375424592,0.3464138474425779,0.437773689874453,0.3405144716836476,0.38526908372060154
AZE,,2006,0.2910859780547371,0.3392846440902456,0.4637488565411197,0.3346788924913654,0.35186345770773525
AZE,Azerbaijan,2007,0.6166177642669178,0.3483236544096312,0.4852984265870581,0.3477363657334881,0.43632942186991797
AZE,,2008,0.2887824863050937,0.3319406375053955,0.5176147033356507,0.3578140565380726,0.3650260166632289
AZE,Azerbaijan,2009,0.6174178968913906,0.3449463491599712,0.560966521312995,0.3650614324771786,0.45699180896052344
AZE,Azerbaijan,2010,0.5854100500963665,0.3424297005826343,0.627900242506032,0.3544906300247278,0.45960183374137303
AZE,Azerbaijan,2011,0.5874842125710567,0.3230572667193053,0.6499503515587727,0.347122967755735,0.4548935845732837
AZE,Azerbaijan,2012,0.5905599019173227,0.2985813776694716,0.6605053557164083,0.3413562420095135,0.4465321326432038
AZE,Azerbaijan,2013,0.594953078670633,0.30412365420514,0.7111653557164083,0.3712293820207605,0.4675052181015964
AZE,Azerbaijan,2014,0.6031285462745216,0.3092575266955435,0.720035539879224,0.3737105595244716,0.47332001134582435
AZE,Azerbaijan,2015,0.6083527055011826,0.3155627123571641,0.7257196365817419,0.3655561702843933,0.47505186709746455
AZE,Azerbaijan,2016,0.6129311946153632,0.3071641683550383,0.7219074616611458,0.3753901550538415,0.47526591820638714
AZE,Azerbaijan,2017,0.6153369786573774,0.3298236628360893,0.7223190869559291,0.3738301106675215,0.4838375260758356
AZE,,2018,0.4679059770497068,0.3104840145347647,0.7260941148325358,0.3810133932079316,0.4477470665489609
AZE,Azerbaijan,2019,0.6455847545732096,0.3088438543016231,0.7334211559590507,0.3848992028133044,0.4870776125624626
AZE,,2020,0.4331581848060539,0.2786889575974626,0.7379408616529669,0.3618084192268882,0.42370796536368577
AZE,,2021,0.4363978164204685,0.2941148510726474,0.7463272664567402,0.3976331299201461,0.44177674231541164
BDI,,1996,0.1496724586742681,0.0765772247013151,2.548791555555556e-05,0.2162520435647213,0.015853823315196462
BDI,Burundi,2017,0.4215564906614183,0.1356369305803341,0.11331896875,0.2309941833306569,0.1966909363733926
BDI,,2018,0.2807054714407949,0.0638687569675065,0.120654625,0.2240735321210659,0.14837764335393136
BDI,,2019,0.3440645171064649,0.1449445485299607,0.1285619999999999,0.2247340035088771,0.19482998419431943
BDI,Burundi,2020,0.4985258584731074,0.0966296990199737,0.1341745624999999,0.2368817742663807,0.1978108176024085
BEL,,2000,0.5388026523764955,0.4194327274253623,0.5334904728322359,0.8221230829440879,0.5610982154380084
BEL,,2002,0.6426806767360715,0.4130350439948635,0.6065659335596176,0.8403717483836287,0.6065029263465229
BEL,,2003,0.6483342290209674,0.4091110878621898,0.6217127915729493,0.8275110127432478,0.607786356021069
BEL,,2004,0.6324057292707599,0.4017451997534466,0.637735192750719,0.8217372431064962,0.6040598376944003
BEL,,2005,0.5707112637921249,0.4001961672542799,0.6476641104158998,0.8147648091529712,0.5892069568035916
BEL,,2006,0.6519021875717319,0.4033675443714652,0.6666411743685166,0.812798651143592,0.6143836142255882
BEL,,2007,0.6519051758651799,0.3996344914206204,0.688408526697474,0.8136887729466661,0.6180704628508336
BEL,,2008,0.6546738359753211,0.4092094698034192,0.6996879294633241,0.8011758834939979,0.6225162999717325
BEL,,2009,0.6559372606927156,0.419177558401693,0.7188522604929184,0.8162726316464012,0.6337730985201937
BEL,,2010,0.5820611737173134,0.4141429390077062,0.7299336082143976,0.8207822342681413,0.6164637587158587
BEL,,2011,0.6576420060595918,0.4144171830091705,0.83403375,0.8269752211432371,0.6584546294431848
BEL,,2012,0.6630454575761308,0.4245072948140042,0.7381885052958738,0.8266913649158233,0.6437760047500806
BEL,,2013,0.6731853835139433,0.4240320411970452,0.8322181249999999,0.8333071411248144,0.6670277568954495
BEL,,2014,0.6778934860199953,0.4350375567849076,0.7531508816914079,0.8145321273037927,0.6521831962832285
BEL,,2015,0.6842982615799952,0.4396971313502416,0.7529391842514211,0.8113347796248395,0.6547714963596913
BEL,,2016,0.6766160266031594,0.4443621404383516,0.7541764579329051,0.8035905455478143,0.6533513309346498
BEL,,2017,0.6779027943948328,0.4469267759836144,0.745277427057348,0.7856943696263335,0.6489987372570137
BEL,,2018,0.6695360964583595,0.4405175543293842,0.748336962029199,0.7865261804705036,0.6454861063053505
BEL,,2019,0.6695617174597601,0.4419458293855948,0.7528649352499353,0.7851330216489023,0.6467031734784723
BEL,,2020,0.6572560538509616,0.4429830135939716,0.756056713027713,0.7865840914213597,0.645067705728518
BEL,,2021,0.6399013513714054,0.4467548804740824,0.7612869105699369,0.7896957576688254,0.6438691619915409
BFA,,1998,0.1634185814174809,0.0282623751913282,0.0319660704336956,0.4469722950501017,0.09013012795927394
BFA,,2000,0.1102354936805239,0.0282623751913282,0.0361228370974931,0.4737050044962645,0.0854486062972516
BFA,Burkina Faso,2003,0.1368196717512207,0.0,0.0476774498752709,0.4577805513407623,0.0
BFA,,2004,0.1387670397706928,0.0282623751913282,0.0462663026530487,0.4546822043836432,0.09530527375738747
BFA,Burkina Faso,2005,0.1564613165307575,0.0,0.049809310986382,0.4563885130660087,0.0
BFA,,2010,0.1703426709263,0.0282623751913282,0.1089185,0.472876234172141,0.12548601053656225
BGD,,1998,0.2555456153019562,0.3266833302496215,0.1055264342212872,0.4043052256961565,0.2442960846056988
BGD,,2000,0.1607858279121018,0.3535396892365295,0.1263144063837429,0.3685621085543925,0.22681009361805493
BGD,,2002,0.202318607220484,0.3468962271794585,0.1497505915022015,0.3337130364133639,0.24335724521278862
BGD,,2003,0.2021306502846558,0.3535396892365295,0.1605332948355348,0.3136527797485814,0.24491825263531336
BGD,,2004,0.1888970293198363,0.353101300409149,0.1621067126133126,0.292309817270222,0.23710581836894826
BGD,,2005,0.2367749808738886,0.3590011968248183,0.1809724042799793,0.2965173786399335,0.25988041626158115
BGD,,2006,0.2694379940671753,0.3517693440755715,0.2151878681688681,0.3190683418797725,0.284023700191421
BGD,,2007,0.2687172041129412,0.349259287166289,0.2131298517836938,0.3363623945316098,0.28640051098163916
BGD,,2008,0.2600804955982334,0.3577782953915966,0.2527854073392493,0.3463226577980012,0.300426798671682
BGD,,2009,0.2754635676173599,0.3561136528450463,0.2699816295614716,0.3485688719660546,0.30996945651887625
BGD,,2010,0.3017154509928264,0.3585959422310156,0.2764107406725827,0.35542003966473,0.3210886372549957
BGD,Bangladesh,2011,0.3772194993118267,0.3508670195813118,0.3067791935140883,0.3557088349971045,0.34666844220753124
BGD,Bangladesh,2012,0.3776983759037086,0.3609928635708507,0.3397568639703376,0.3487965581918282,0.3565299686683679
BGD,Bangladesh,2013,0.3999266443887427,0.3501825270713204,0.3418303084147821,0.3432304712272075,0.3580286688145411
BGD,Bangladesh,2014,0.4344223119695304,0.3478510858619834,0.366425971291866,0.3664849877912097,0.3774304899068043
BGD,Bangladesh,2015,0.4285350504829214,0.3581883177138387,0.4167115306370043,0.3592515196101769,0.38934354114461817
BGD,Bangladesh,2016,0.4738655783218325,0.3590011968248183,0.4409136417481154,0.3619854224151161,0.4059279159539628
BGD,Bangladesh,2017,0.4721064065142026,0.349952860986148,0.5068686417481154,0.3596162550443634,0.4165777260752982
BGD,Bangladesh,2018,0.4837259593537472,0.3636889187376947,0.5204907528592265,0.3602757113338902,0.4261812770800588
BGD,Bangladesh,2019,0.4909948905238105,0.3717096645586268,0.5560697528592266,0.356157770840966,0.43602674684487225
BGD,Bangladesh,2020,0.4952238356220076,0.3698325877720525,0.6662184374999999,0.3588905467226202,0.4574528583873162
BGD,Bangladesh,2021,0.4979430991345482,0.3772111781302686,0.6922568749999999,0.3597200822040906,0.46504936785125744
BGR,,2000,0.3760783899899471,0.4289416937904811,0.3700806794939952,0.5619513836593016,0.4279745557167801
BGR,,2002,0.4402819538322328,0.4349016822900515,0.4107327000777,0.5860319503583371,0.463340898802635
BGR,,2003,0.4562090220921073,0.430262432975644,0.4340305889665888,0.5766164532765277,0.47078884798555837
BGR,,2004,0.463693931534028,0.3687870142604148,0.4708325295192136,0.5828537339538259,0.4654341753337088
BGR,,2005,0.4163050760061832,0.3524385037151268,0.5001883879414931,0.5870518800212132,0.4555922060456557
BGR,,2006,0.4699163225110877,0.3473752915654959,0.5521505813874235,0.5788684568978988,0.47792991864198353
BGR,,2007,0.472608001087922,0.3337053797087693,0.5972100567074253,0.5807970629683812,0.4836196633963949
BGR,,2008,0.4696430189490033,0.3424297005826343,0.6251183797489059,0.5741153961994284,0.4901456918675249
BGR,,2009,0.4701662904202863,0.3411364613752609,0.6436205402200139,0.5843977682879357,0.4955979692801328
BGR,,2010,0.4260644374807731,0.3395522205946085,0.6465849745770799,0.5759919145628253,0.48178798381329485
BGR,Bulgaria,2011,0.6517140961721831,0.3454389561133311,0.6590968985400563,0.5634793673182817,0.5377295813813456
BGR,,2012,0.4854561013608957,0.3392846440902456,0.6783180302348724,0.5666438077566468,0.5016079592623321
BGR,,2013,0.5056949677501463,0.3487930406533641,0.68054258799193,0.554210556819369,0.507863073183861
BGR,,2014,0.5241556560191833,0.3322378814261626,0.6751512917297128,0.5535945868945442,0.5050979324217454
BGR,,2015,0.5292632921499613,0.3473752915654959,0.6775188328971224,0.5529051891330184,0.5122838726645612
BGR,,2016,0.528840102657895,0.3342838360891028,0.6866087299785983,0.5650645005575768,0.5117546244480915
BGR,,2017,0.5301030798166148,0.3295159202002684,0.693777608575635,0.5759743398825947,0.5140022688460021
BGR,,2018,0.5331620288639727,0.3206475197958403,0.6985873307978572,0.5768953047759297,0.5123316686158798
BGR,,2019,0.5314975885090094,0.318873795749301,0.7062367752423016,0.5823700176357095,0.5138275267547681
BGR,,2020,0.5295321639022571,0.335709317134138,0.712090396645265,0.5494098171377411,0.5135370959190922
BGR,,2021,0.5209689619874819,0.3104840145347647,0.7270217649504492,0.5541917261103163,0.5052596725984715
BHR,,2011,0.4495425046361583,0.2966314996499842,0.85356375,0.5165070718679609,0.4924079610394048
BHR,,2012,0.4738747424417241,0.3075878997133731,0.930775,0.5092497245666526,0.5126867341853246
BHR,,2013,0.5008301484057126,0.3100775784340031,0.9385025,0.5061085544844829,0.5211466914360583
BHR,,2014,0.4882026961183472,0.3230572667193053,0.9420721875,0.5200506271754805,0.5272327430636203
BHR,,2015,0.4729547595799558,0.318873795749301,0.9595196874999998,0.510456179323555,0.5213299756020057
BHR,,2016,0.4747981543906556,0.3128740861839326,0.99375,0.4968515271698319,0.5204099563139893
BHR,,2017,0.4767460943793054,0.3354265435463665,0.9365528125,0.4746323519185969,0.5163492435727696
BHR,,2018,0.4754411248331788,0.3310412238162138,0.9204334375,0.475048461922247,0.5121855028311071
BHR,,2019,0.482924568646537,0.3552661822987777,0.9104959375,0.496130096470093,0.527626608097786
BHR,,2020,0.3264487459064554,0.3406123717349033,0.8982368749999999,0.5030948553942068,0.47345536788782033
BHR,,2021,0.2850110548715492,0.35590274922336,0.91009875,0.5299210493558683,0.47029805672517727
BHS,,2012,0.5191736168399197,0.2629749958932933,0.76158825,0.7275765884364483,0.5244529174542055
BHS,,2013,0.4743751854259841,0.2544639991148987,0.7571687499999998,0.7160155933021607,0.5057849101700309
BHS,,2014,0.4974091430306699,0.2824239721235032,0.780818875,0.7100677257688509,0.5282826519599739
BHS,,2015,0.4486701472898444,0.2488092570933572,0.7821901249999998,0.69060473789998,0.4955459119797337
BHS,,2016,0.4667139638526013,0.2052379785413596,0.8035273749999999,0.6790689169545832,0.47814075517109716
BHS,,2017,0.5644707510708468,0.2284287652574098,0.8025483749999999,0.6699756311433388,0.5131337916663375
BIH,Bosnia and Herzegovina,2000,0.6751892920029762,0.3429403519052967,0.390962301746207,0.4101597740543792,0.4389681604535964
BIH,,2003,0.1131548692618979,0.3431942814895515,0.4251025088128246,0.4516832767604053,0.2938564599143164
BIH,,2004,0.1267645752842735,0.3687870142604148,0.4666136262217314,0.4802695399556053,0.31992928586144453
BIH,,2005,0.1449574620511604,0.3644404472446744,0.4883652373328426,0.4541907183541917,0.3290126046091947
BIH,,2006,0.1622280294984717,0.3270038071074495,0.5084669824561404,0.4614989155637696,0.3340242795690073
BIH,,2008,0.4281604183798108,0.2497841484226041,0.5724244807044807,0.4633574942114156,0.410394418085441
BIH,,2010,0.4062430605860072,0.2437191427458665,0.59686871111929,0.4545874876778503,0.4048489078583673
BIH,,2011,0.4176475823691025,0.2322666296003079,0.6043078777859567,0.4509027523164171,0.4032129602403866
BIH,,2012,0.4296761734363135,0.1491703025426867,0.6150549888970678,0.4770807717605069,0.37032444038792073
BIH,Bosnia and Herzegovina,2013,0.6192677887340122,0.1887608311788086,0.6295716555637344,0.4853825638813596,0.4347403268480406
BIH,,2014,0.4458395369867409,0.2154567675545383,0.6364815444526234,0.4967234643303337,0.4174551301439501
BIH,,2016,0.439834912865386,0.2447673368411386,0.6656735259681839,0.4710193845410411,0.4286332004840283
BIH,,2017,0.440838269550945,0.2726820624649739,0.6807984041494567,0.4672819925968803,0.44221488647910967
BIH,,2018,0.4411166978755608,0.2705589462393141,0.697708637079295,0.4527189614122861,0.44063556263101816
BIH,,2019,0.4381105017478764,0.2370756806887955,0.7084125259681839,0.4502796942016455,0.4266382762296576
BIH,,2020,0.4327946655424275,0.2322666296003079,0.7992556249999999,0.428923173990535,0.43085732662222465
BIH,,2021,0.4364259430838628,0.2393612491792742,0.817628125,0.4292266991365823,0.4375742308449179
BLR,,1996,0.4492382366182076,0.4372420707548771,0.3920100420433262,0.4106937021008041,0.4216998756428418
BLR,,1998,0.4423504248825467,0.4324799739246752,0.392185888237409,0.3929059512499703,0.4143604109861595
BLR,,2000,0.4441937128251361,0.445830875642014,0.3547786993837157,0.35181869688313,0.396510553081934
BLR,,2002,0.4479642674277532,0.4501147401989889,0.3830209949392713,0.3327659635993976,0.4003888933961085
BLR,,2003,0.4294148616984784,0.4556813874035297,0.5089314816492548,0.3586198732030526,0.43471838483479863
BLR,,2004,0.4289462390906916,0.4496209700553847,0.5294633848041297,0.3222147416608206,0.42590004904239365
BLR,,2005,0.4302809810508178,0.4597019776562583,0.5620038463425912,0.3180089304252401,0.4336124882208068
BLR,,2006,0.4353000155891411,0.4626407376877836,0.475031596859281,0.3062924614352413,0.413735550998694
BLR,,2007,0.4385008483668618,0.4686333833917889,0.498640596859281,0.3250135647688584,0.427192082866276
BLR,,2008,0.5499102801688279,0.4714268299127988,0.5240442944015049,0.3450446250979308,0.4653046036597217
BLR,Belarus,2009,0.7003313335752158,0.4789035937937204,0.5571128499570605,0.3488597693271169,0.505285027685478
BLR,,2010,0.5527692587062893,0.4791563395544694,0.5793490536948432,0.3254012990810382,0.47271042080749065
BLR,,2011,0.5586601467779758,0.4768851860353562,0.6079615536948432,0.3157433331678437,0.47554646436695697
BLR,,2012,0.5631590960871725,0.4768851860353562,0.6303648150874467,0.349814606500638,0.49330862605853676
