indicator_code,indicator_name,country_code,country_name,year,value
EG.ELC.ACCS.ZS,Access to electricity (% of population),AFW,Africa Western and Central,2002,35.809110964429
EG.ELC.ACCS.ZS,Access to electricity (% of population),AFW,Africa Western and Central,2001,35.3232672070551
EG.ELC.ACCS.ZS,Access to electricity (% of population),AFW,Africa Western and Central,2000,34.2461158257192
EG.ELC.ACCS.ZS,Access to electricity (% of population),AFW,Africa Western and Central,1999,34.8938570379457
EG.ELC.ACCS.ZS,Access to electricity (% of population),AFW,Africa Western and Central,1998,33.513503785092
EG.ELC.ACCS.ZS,Access to electricity (% of population),AFW,Africa Western and Central,1997,32.5239197544343
EG.ELC.ACCS.ZS,Access to electricity (% of population),AFW,Africa Western and Central,1996,32.6973945834538
EG.ELC.ACCS.ZS,Access to electricity (% of population),AFW,Africa Western and Central,1995,33.6948353431794
EG.ELC.ACCS.ZS,Access to electricity (% of population),AFW,Africa Western and Central,1994,32.6922076344145
EG.ELC.ACCS.ZS,Access to electricity (% of population),AFW,Africa Western and Central,1993,31.6534685725078
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2023,91.6454299444509
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2022,90.6545179070033
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2021,90.4340947732985
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2020,90.2417769685806
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2019,89.9289963083413
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2018,88.6898406472267
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2017,90.3510669396465
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2016,89.1861710572825
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2015,88.6616431398725
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2014,88.4067767085653
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2013,88.9616299190749
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2012,86.8478669651407
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2011,87.1726942320297
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2010,86.921502593511
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2009,84.1597287073639
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2008,83.2755641606337
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2007,83.6267638046023
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2006,85.2843937164942
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2005,83.07676744851
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2004,82.2795249538868
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2003,82.3422219013586
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2002,81.323622346782
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2001,81.3547942659304
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,2000,80.4586672566828
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,1999,78.1564043364063
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,1998,77.5412552853078
EG.ELC.ACCS.ZS,Access to electricity (% of population),ARB,Arab World,1997,76.6117766148893
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2023,99.168477538461
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2022,98.3064221501297
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2021,98.174699090255
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2020,97.9333626877032
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2019,97.3685903913769
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2018,97.0878277080481
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2017,97.0542900594117
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2016,96.6656867832991
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2015,96.2001948453372
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2014,95.8432196458407
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2013,95.5637395418446
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2012,95.2543113839721
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2011,94.1276818467132
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2010,94.1815124594599
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2009,92.9152943922676
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2008,93.4441294061576
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2007,93.0816054727479
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2006,91.9463978625702
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2005,90.8157874812198
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2004,91.2894647290611
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2003,91.0018718387357
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2002,90.809112704402
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2001,90.4855336740834
EG.ELC.ACCS.ZS,Access to electricity (% of population),CSS,Caribbean small states,2000,88.4159289818663
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2023,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2022,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2021,99.9870121182289
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2020,99.98058396497
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2019,99.9480349626799
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2018,99.8763758983526
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2017,99.8736866830469
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2016,99.6459138297945
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2015,99.5384709863299
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2014,99.410769462163
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2013,99.3084773841306
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2012,99.2028356897417
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2011,99.0682987223746
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2010,98.9644271545097
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2009,98.8586601186684
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2008,98.668856546125
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2007,98.5276446395055
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2006,98.4242817808159
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2005,98.3206998410279
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2004,98.26792983008
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2003,98.1907968950416
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2002,98.1415583203817
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2001,98.0235379735737
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,2000,97.9262635329594
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,1999,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,1998,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,1997,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,1996,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,1995,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,1994,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,1993,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,1992,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,1991,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),CEB,Central Europe and the Baltics,1990,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2023,95.7044381043822
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2022,95.1575744950744
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2021,95.2423338887017
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2020,93.4557810564297
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2019,92.7976553013369
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2018,91.9927109222765
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2017,90.5086728796454
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2016,88.3494481253503
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2015,86.8271544642577
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2014,84.7520088398511
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2013,83.7993125754694
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2012,82.0524632421742
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2011,81.1499828644284
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2010,79.3901895116688
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2009,78.2884199644018
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2008,77.4007795197428
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2007,75.6550383386468
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2006,73.7999828808332
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2005,72.7507806716199
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2004,71.1114199587976
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2003,70.8824068395399
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2002,69.1513339520849
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2001,68.2577741474039
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,2000,67.5004886155748
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,1999,66.0856638258811
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,1998,63.3930107194029
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,1997,61.8379063844139
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,1996,59.8705895933578
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,1995,58.1326483271774
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,1994,56.371326619712
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAR,Early-demographic dividend,1993,55.6089748959427
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2023,98.4044880771224
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2022,98.2139294845074
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2021,98.1534259112018
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2020,97.7976209735392
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2019,97.8752558067352
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2018,97.66096406877
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2017,97.6915359289014
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2016,97.0343965831866
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2015,96.9500599621312
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2014,96.6375595761929
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2013,96.4756466990083
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2012,96.2092457835614
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2011,96.0189473952987
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2010,95.5468324754052
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2009,94.9833280630479
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2008,95.2110838673573
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2007,94.6545403732641
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2006,94.6471577043934
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2005,93.575146301846
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2004,93.9563207271355
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2003,93.1629584469729
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2002,92.9648557230822
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2001,92.5437982270478
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAS,East Asia & Pacific,2000,92.0618144338661
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2023,98.2376383007189
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2022,98.0273720891056
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2021,97.9599209910295
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2020,97.5651849682476
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2019,97.650096061791
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2018,97.4123829747175
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2017,97.4453072983769
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2016,96.7165341917277
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2015,96.621825072807
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2014,96.2740993565598
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2013,96.0928535168264
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2012,95.7951654492221
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2011,95.5816815305151
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2010,95.0553706554353
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2009,94.4276339127764
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2008,94.6719310490636
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2007,94.0513892360771
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2006,94.0414555134156
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2005,92.8453003628586
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2004,93.2660680387974
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2003,92.3780477719541
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2002,92.1532731163709
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2001,91.6798073934451
EG.ELC.ACCS.ZS,Access to electricity (% of population),EAP,East Asia & Pacific (excluding high income),2000,91.138144466845
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2023,98.7474424069608
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2022,98.5687468444318
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2021,98.5259377999818
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2020,98.1521712499121
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2019,98.2647901194399
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2018,98.0512297506321
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2017,98.1121893727336
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2016,97.4026392373466
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2015,97.3350470103173
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2014,97.0127423122849
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2013,96.8583126264425
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2012,96.5865908716016
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2011,96.4018892391827
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2010,95.898601883303
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2009,95.3078523738531
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2008,94.6719920462074
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2007,94.0514635510722
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2006,94.0415260035913
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2005,92.8453973742828
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2004,93.2661505857218
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2003,92.3781448783281
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2002,92.1533732164058
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2001,91.6799157877188
EG.ELC.ACCS.ZS,Access to electricity (% of population),TEA,East Asia & Pacific (IDA & IBRD countries),2000,91.1382617877496
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2023,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2022,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2021,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2020,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2019,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2018,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2017,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2016,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2015,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2014,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2013,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2012,100.0
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2011,99.9961207318092
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2010,99.9960449134606
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2009,99.9953505242731
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2008,99.9924120987328
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2007,99.9897388322153
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2006,99.9873358295859
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2005,99.9891180707919
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2004,99.9905592807387
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2003,99.9924104678383
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2002,99.9923040847624
EG.ELC.ACCS.ZS,Access to electricity (% of population),EMU,Euro area,2001,99.9939756507346
