country_name,country_text_id,year,v2x_libdem,v2x_polyarchy,v2x_partipdem,v2x_delibdem,v2x_egaldem,v2x_execorr,v2xlg_legcon,democratic_quality,policy_effectiveness,a1_preliminary
Mexico,MEX,1866,0.056,0.15,0.116,,,0.392,0.536,,0.5791999999999999,
Mexico,MEX,1867,0.102,0.178,0.122,,,0.392,0.421,,0.5331999999999999,
Mexico,MEX,1868,0.108,0.196,0.13,,,0.392,0.421,,0.5331999999999999,
Mexico,MEX,1869,0.108,0.196,0.13,,,0.392,0.421,,0.5331999999999999,
Mexico,MEX,1870,0.11,0.196,0.13,,,0.564,0.421,,0.43,
Mexico,MEX,1871,0.11,0.196,0.13,,,0.564,0.421,,0.43,
Mexico,MEX,1872,0.11,0.196,0.13,,,0.564,0.421,,0.43,
Mexico,MEX,1873,0.11,0.196,0.13,,,0.564,0.421,,0.43,
Mexico,MEX,1874,0.11,0.196,0.13,,,0.564,0.421,,0.43,
Mexico,MEX,1875,0.11,0.196,0.13,,,0.564,0.421,,0.43,
Mexico,MEX,1876,0.083,0.151,0.102,,,0.564,0.179,,0.3332,
Mexico,MEX,1877,0.059,0.13,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1878,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1879,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1880,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1881,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1882,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1883,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1884,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1885,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1886,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1887,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1888,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1889,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1890,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1891,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1892,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1893,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1894,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1895,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1896,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1897,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1898,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1899,0.059,0.129,0.098,,,0.835,0.057,,0.12180000000000002,
Mexico,MEX,1900,0.058,0.124,0.098,0.033,0.027,0.835,0.057,0.0412,0.12180000000000002,0.08150000000000002
Mexico,MEX,1901,0.056,0.108,0.095,0.031,0.025,0.835,0.057,0.039200000000000006,0.12180000000000002,0.08050000000000002
Mexico,MEX,1902,0.056,0.108,0.095,0.031,0.025,0.835,0.057,0.039200000000000006,0.12180000000000002,0.08050000000000002
Mexico,MEX,1903,0.056,0.108,0.095,0.031,0.025,0.835,0.057,0.039200000000000006,0.12180000000000002,0.08050000000000002
Mexico,MEX,1904,0.056,0.108,0.095,0.031,0.025,0.835,0.057,0.039200000000000006,0.12180000000000002,0.08050000000000002
Mexico,MEX,1905,0.056,0.108,0.095,0.031,0.025,0.835,0.057,0.039200000000000006,0.12180000000000002,0.08050000000000002
Mexico,MEX,1906,0.056,0.108,0.095,0.031,0.025,0.835,0.057,0.039200000000000006,0.12180000000000002,0.08050000000000002
Mexico,MEX,1907,0.056,0.108,0.095,0.031,0.025,0.835,0.057,0.039200000000000006,0.12180000000000002,0.08050000000000002
Mexico,MEX,1908,0.056,0.108,0.095,0.031,0.025,0.835,0.057,0.039200000000000006,0.12180000000000002,0.08050000000000002
Mexico,MEX,1909,0.056,0.108,0.095,0.031,0.025,0.835,0.057,0.039200000000000006,0.12180000000000002,0.08050000000000002
Mexico,MEX,1910,0.055,0.118,0.099,0.035,0.028,0.835,0.057,0.0409,0.12180000000000002,0.08135
Mexico,MEX,1911,0.071,0.133,0.11,0.075,0.031,0.751,0.232,0.060200000000000004,0.24220000000000003,0.1512
Mexico,MEX,1912,0.085,0.188,0.126,0.096,0.05,0.752,0.26,0.0778,0.2528,0.1653
Mexico,MEX,1913,0.059,0.112,0.109,0.074,0.037,0.752,0.228,0.05689999999999999,0.24,0.14845
Mexico,MEX,1914,0.041,0.102,0.106,0.071,0.036,0.752,0.323,0.048499999999999995,0.278,0.16325
Mexico,MEX,1915,0.043,0.107,0.107,0.078,0.037,0.752,0.323,0.051699999999999996,0.278,0.16485
Mexico,MEX,1916,0.046,0.111,0.108,0.078,0.038,0.752,0.323,0.053200000000000004,0.278,0.16560000000000002
Mexico,MEX,1917,0.105,0.191,0.128,0.109,0.064,0.746,0.312,0.0939,0.2772,0.18555
Mexico,MEX,1918,0.109,0.222,0.136,0.127,0.077,0.746,0.225,0.10479999999999999,0.2424,0.1736
Mexico,MEX,1919,0.109,0.223,0.136,0.127,0.078,0.746,0.225,0.1051,0.2424,0.17375000000000002
Mexico,MEX,1920,0.103,0.2,0.124,0.122,0.071,0.746,0.225,0.09910000000000001,0.2424,0.17075
Mexico,MEX,1921,0.107,0.192,0.121,0.11,0.068,0.746,0.247,0.09620000000000001,0.2512,0.1737
Mexico,MEX,1922,0.107,0.192,0.121,0.11,0.068,0.746,0.247,0.09620000000000001,0.2512,0.1737
Mexico,MEX,1923,0.107,0.192,0.121,0.114,0.068,0.746,0.247,0.09740000000000001,0.2512,0.1743
Mexico,MEX,1924,0.105,0.19,0.12,0.121,0.067,0.746,0.232,0.09840000000000002,0.24520000000000003,0.1718
Mexico,MEX,1925,0.101,0.187,0.119,0.12,0.066,0.746,0.22,0.0962,0.2404,0.1683
Mexico,MEX,1926,0.099,0.183,0.119,0.119,0.066,0.746,0.22,0.0951,0.2404,0.16775
Mexico,MEX,1927,0.099,0.183,0.119,0.119,0.066,0.746,0.22,0.0951,0.2404,0.16775
Mexico,MEX,1928,0.092,0.183,0.119,0.119,0.068,0.746,0.22,0.0929,0.2404,0.16665
Mexico,MEX,1929,0.081,0.167,0.122,0.122,0.069,0.828,0.078,0.0897,0.13440000000000002,0.11205000000000001
Mexico,MEX,1930,0.087,0.177,0.125,0.114,0.075,0.828,0.065,0.0915,0.12920000000000004,0.11035000000000002
Mexico,MEX,1931,0.087,0.177,0.125,0.114,0.075,0.828,0.065,0.0915,0.12920000000000004,0.11035000000000002
Mexico,MEX,1932,0.09,0.177,0.125,0.114,0.075,0.828,0.065,0.0927,0.12920000000000004,0.11095000000000002
Mexico,MEX,1933,0.088,0.178,0.125,0.114,0.076,0.828,0.047,0.0922,0.12200000000000003,0.10710000000000001
Mexico,MEX,1934,0.088,0.186,0.126,0.115,0.082,0.828,0.047,0.09430000000000001,0.12200000000000003,0.10815000000000002
Mexico,MEX,1935,0.088,0.192,0.121,0.134,0.083,0.828,0.027,0.1003,0.11400000000000003,0.10715000000000002
Mexico,MEX,1936,0.088,0.192,0.121,0.134,0.083,0.828,0.027,0.1003,0.11400000000000003,0.10715000000000002
Mexico,MEX,1937,0.089,0.192,0.127,0.134,0.083,0.828,0.027,0.10070000000000001,0.11400000000000003,0.10735000000000003
Mexico,MEX,1938,0.089,0.192,0.127,0.134,0.088,0.828,0.027,0.1022,0.11400000000000003,0.10810000000000002
Mexico,MEX,1939,0.093,0.2,0.124,0.135,0.089,0.828,0.027,0.1044,0.11400000000000003,0.10920000000000002
Mexico,MEX,1940,0.093,0.201,0.127,0.14,0.089,0.828,0.027,0.10590000000000001,0.11400000000000003,0.10995000000000002
Mexico,MEX,1941,0.091,0.189,0.124,0.127,0.09,0.828,0.027,0.1015,0.11400000000000003,0.10775000000000001
Mexico,MEX,1942,0.091,0.189,0.124,0.127,0.09,0.828,0.027,0.1015,0.11400000000000003,0.10775000000000001
Mexico,MEX,1943,0.093,0.19,0.124,0.128,0.09,0.828,0.027,0.1026,0.11400000000000003,0.10830000000000001
Mexico,MEX,1944,0.093,0.191,0.125,0.128,0.091,0.828,0.027,0.10289999999999999,0.11400000000000003,0.10845000000000002
Mexico,MEX,1945,0.093,0.191,0.125,0.128,0.091,0.828,0.027,0.10289999999999999,0.11400000000000003,0.10845000000000002
Mexico,MEX,1946,0.094,0.192,0.124,0.128,0.091,0.828,0.027,0.1033,0.11400000000000003,0.10865000000000002
Mexico,MEX,1947,0.094,0.193,0.125,0.129,0.097,0.828,0.027,0.10540000000000001,0.11400000000000003,0.10970000000000002
Mexico,MEX,1948,0.094,0.193,0.121,0.128,0.097,0.828,0.027,0.1051,0.11400000000000003,0.10955000000000001
Mexico,MEX,1949,0.094,0.196,0.122,0.129,0.096,0.828,0.027,0.1051,0.11400000000000003,0.10955000000000001
Mexico,MEX,1950,0.095,0.197,0.123,0.13,0.097,0.828,0.027,0.10610000000000001,0.11400000000000003,0.11005000000000002
Mexico,MEX,1951,0.095,0.197,0.123,0.13,0.098,0.828,0.027,0.10640000000000001,0.11400000000000003,0.11020000000000002
Mexico,MEX,1952,0.095,0.197,0.123,0.13,0.097,0.828,0.027,0.10610000000000001,0.11400000000000003,0.11005000000000002
Mexico,MEX,1953,0.096,0.196,0.123,0.13,0.098,0.828,0.027,0.10679999999999999,0.11400000000000003,0.11040000000000001
Mexico,MEX,1954,0.106,0.23,0.133,0.14,0.106,0.828,0.027,0.1162,0.11400000000000003,0.11510000000000001
Mexico,MEX,1955,0.106,0.232,0.133,0.14,0.106,0.828,0.027,0.1162,0.11400000000000003,0.11510000000000001
Mexico,MEX,1956,0.106,0.233,0.133,0.14,0.107,0.828,0.027,0.11649999999999999,0.11400000000000003,0.11525000000000002
Mexico,MEX,1957,0.106,0.233,0.133,0.14,0.107,0.828,0.027,0.11649999999999999,0.11400000000000003,0.11525000000000002
Mexico,MEX,1958,0.105,0.232,0.133,0.14,0.106,0.828,0.027,0.1158,0.11400000000000003,0.11490000000000002
Mexico,MEX,1959,0.105,0.232,0.133,0.119,0.108,0.828,0.027,0.11009999999999999,0.11400000000000003,0.11205000000000001
Mexico,MEX,1960,0.106,0.231,0.133,0.118,0.115,0.828,0.027,0.1123,0.11400000000000003,0.11315000000000001
Mexico,MEX,1961,0.106,0.232,0.133,0.119,0.118,0.828,0.027,0.11349999999999999,0.11400000000000003,0.11375000000000002
Mexico,MEX,1962,0.106,0.232,0.133,0.119,0.118,0.828,0.027,0.11349999999999999,0.11400000000000003,0.11375000000000002
Mexico,MEX,1963,0.106,0.232,0.133,0.119,0.118,0.828,0.027,0.11349999999999999,0.11400000000000003,0.11375000000000002
Mexico,MEX,1964,0.105,0.231,0.133,0.119,0.118,0.828,0.027,0.11309999999999998,0.11400000000000003,0.11355000000000001
Mexico,MEX,1965,0.105,0.231,0.134,0.118,0.119,0.828,0.027,0.11309999999999999,0.11400000000000003,0.11355000000000001
Mexico,MEX,1966,0.105,0.231,0.134,0.118,0.119,0.828,0.027,0.11309999999999999,0.11400000000000003,0.11355000000000001
Mexico,MEX,1967,0.106,0.236,0.135,0.12,0.12,0.828,0.027,0.1144,0.11400000000000003,0.11420000000000002
Mexico,MEX,1968,0.106,0.236,0.137,0.12,0.121,0.828,0.027,0.1147,0.11400000000000003,0.11435000000000001
Mexico,MEX,1969,0.107,0.241,0.138,0.122,0.122,0.828,0.027,0.11599999999999999,0.11400000000000003,0.11500000000000002
Mexico,MEX,1970,0.108,0.248,0.14,0.125,0.129,0.828,0.027,0.11939999999999999,0.11400000000000003,0.11670000000000001
Mexico,MEX,1971,0.107,0.246,0.144,0.125,0.128,0.828,0.027,0.1187,0.11400000000000003,0.11635000000000001
Mexico,MEX,1972,0.109,0.249,0.146,0.125,0.128,0.828,0.027,0.1195,0.11400000000000003,0.11675000000000002
Mexico,MEX,1973,0.109,0.249,0.146,0.125,0.131,0.828,0.027,0.12040000000000001,0.11400000000000003,0.11720000000000003
Mexico,MEX,1974,0.108,0.249,0.146,0.126,0.131,0.828,0.027,0.1203,0.11400000000000003,0.11715000000000002
Mexico,MEX,1975,0.108,0.249,0.146,0.126,0.131,0.828,0.027,0.1203,0.11400000000000003,0.11715000000000002
Mexico,MEX,1976,0.111,0.261,0.15,0.135,0.134,0.828,0.027,0.1251,0.11400000000000003,0.11955000000000002
Mexico,MEX,1977,0.12,0.273,0.161,0.165,0.143,0.828,0.039,0.1404,0.11880000000000003,0.12960000000000002
Mexico,MEX,1978,0.126,0.296,0.168,0.173,0.151,0.828,0.039,0.1476,0.11880000000000003,0.1332
Mexico,MEX,1979,0.126,0.296,0.168,0.173,0.154,0.828,0.039,0.1485,0.11880000000000003,0.13365000000000002
Mexico,MEX,1980,0.128,0.299,0.17,0.174,0.157,0.828,0.039,0.1505,0.11880000000000003,0.13465000000000002
Mexico,MEX,1981,0.129,0.304,0.171,0.176,0.158,0.828,0.039,0.1518,0.11880000000000003,0.1353
Mexico,MEX,1982,0.136,0.313,0.175,0.173,0.161,0.748,0.056,0.15460000000000002,0.1736,0.16410000000000002
Mexico,MEX,1983,0.142,0.319,0.177,0.184,0.163,0.748,0.085,0.1609,0.1852,0.17304999999999998
Mexico,MEX,1984,0.142,0.319,0.177,0.184,0.163,0.748,0.085,0.1609,0.1852,0.17304999999999998
Mexico,MEX,1985,0.143,0.322,0.187,0.185,0.164,0.748,0.085,0.1619,0.1852,0.17354999999999998
Mexico,MEX,1986,0.144,0.325,0.194,0.185,0.165,0.748,0.085,0.16260000000000002,0.1852,0.1739
Mexico,MEX,1987,0.147,0.329,0.196,0.198,0.167,0.748,0.093,0.1683,0.1884,0.17835
Mexico,MEX,1988,0.158,0.343,0.202,0.205,0.167,0.748,0.13,0.1748,0.2032,0.189
Mexico,MEX,1989,0.175,0.367,0.213,0.249,0.176,0.748,0.169,0.19749999999999998,0.2188,0.20815
Mexico,MEX,1990,0.188,0.389,0.221,0.268,0.187,0.748,0.169,0.2117,0.2188,0.21525
Mexico,MEX,1991,0.198,0.412,0.231,0.278,0.196,0.748,0.169,0.2214,0.2188,0.22010000000000002
Mexico,MEX,1992,0.212,0.437,0.242,0.29,0.206,0.748,0.169,0.2336,0.2188,0.2262
Mexico,MEX,1993,0.216,0.447,0.247,0.297,0.211,0.748,0.169,0.23879999999999998,0.2188,0.2288
Mexico,MEX,1994,0.259,0.47,0.267,0.308,0.225,0.517,0.284,0.2635,0.4034,0.33345
Mexico,MEX,1995,0.275,0.48,0.286,0.334,0.238,0.517,0.284,0.28159999999999996,0.4034,0.34249999999999997
Mexico,MEX,1996,0.289,0.508,0.299,0.351,0.249,0.517,0.284,0.2956,0.4034,0.3495
Mexico,MEX,1997,0.349,0.556,0.332,0.379,0.273,0.5,0.512,0.33519999999999994,0.5048,0.42
Mexico,MEX,1998,0.377,0.598,0.357,0.408,0.295,0.5,0.542,0.3617,0.5168,0.43925000000000003
Mexico,MEX,1999,0.38,0.602,0.362,0.408,0.299,0.5,0.542,0.3641,0.5168,0.44045
Mexico,MEX,2000,0.481,0.664,0.418,0.471,0.345,0.345,0.76,0.4372,0.6970000000000001,0.5671
Mexico,MEX,2001,0.489,0.677,0.423,0.537,0.346,0.363,0.734,0.4605,0.6758,0.5681499999999999
Mexico,MEX,2002,0.495,0.688,0.428,0.547,0.351,0.363,0.734,0.4674,0.6758,0.5716
Mexico,MEX,2003,0.502,0.699,0.436,0.557,0.362,0.363,0.721,0.4765,0.6706,0.57355
Mexico,MEX,2004,0.511,0.71,0.443,0.567,0.368,0.363,0.721,0.4849,0.6706,0.57775
Mexico,MEX,2005,0.511,0.71,0.443,0.576,0.368,0.363,0.721,0.4876,0.6706,0.5791
Mexico,MEX,2006,0.479,0.671,0.416,0.538,0.348,0.369,0.721,0.4574,0.667,0.5622
Mexico,MEX,2007,0.452,0.637,0.395,0.526,0.325,0.369,0.721,0.43610000000000004,0.667,0.55155
Mexico,MEX,2008,0.455,0.642,0.4,0.527,0.329,0.369,0.721,0.4388,0.667,0.5529000000000001
Mexico,MEX,2009,0.46,0.648,0.403,0.533,0.328,0.369,0.721,0.4423,0.667,0.5546500000000001
Mexico,MEX,2010,0.47,0.661,0.413,0.543,0.339,0.369,0.72,0.4526,0.6666,0.5596
Mexico,MEX,2011,0.469,0.66,0.411,0.542,0.342,0.369,0.72,0.4528,0.6666,0.5597
Mexico,MEX,2012,0.461,0.649,0.405,0.539,0.336,0.45,0.72,0.4469,0.618,0.53245
Mexico,MEX,2013,0.425,0.623,0.375,0.499,0.319,0.655,0.619,0.4154,0.4546,0.435
Mexico,MEX,2014,0.424,0.62,0.374,0.497,0.32,0.655,0.619,0.41469999999999996,0.4546,0.43465
Mexico,MEX,2015,0.433,0.639,0.398,0.497,0.333,0.655,0.587,0.4222,0.44179999999999997,0.432
Mexico,MEX,2016,0.433,0.64,0.395,0.497,0.333,0.655,0.591,0.4222,0.4434,0.4328
Mexico,MEX,2017,0.439,0.635,0.405,0.487,0.331,0.642,0.647,0.421,0.4736,0.44730000000000003
Mexico,MEX,2018,0.455,0.675,0.426,0.488,0.371,0.558,0.58,0.43970000000000004,0.4971999999999999,0.46845
Mexico,MEX,2019,0.434,0.685,0.416,0.425,0.395,0.47,0.413,0.41960000000000003,0.4832,0.4514
Mexico,MEX,2020,0.406,0.663,0.408,0.407,0.371,0.443,0.448,0.3958,0.5134,0.4546
Mexico,MEX,2021,0.37,0.618,0.394,0.383,0.332,0.455,0.473,0.36250000000000004,0.5162,0.43935
Mexico,MEX,2022,0.334,0.586,0.406,0.358,0.315,0.532,0.395,0.3355,0.4388,0.38715
Mexico,MEX,2023,0.307,0.549,0.387,0.333,0.297,0.532,0.357,0.3118,0.4236,0.3677
Mexico,MEX,2024,0.251,0.505,0.345,0.26,0.268,0.547,0.272,0.25880000000000003,0.3806,0.3197
Suriname,SUR,1900,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1901,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1902,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1903,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1904,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1905,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1906,0.154,0.148,0.095,0.105,0.112,0.116,0.721,0.1267,0.8188,0.47275
Suriname,SUR,1907,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1908,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1909,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1910,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1911,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1912,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1913,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1914,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1915,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1916,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1917,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1918,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1919,0.153,0.146,0.095,0.105,0.111,0.116,0.721,0.126,0.8188,0.4724
Suriname,SUR,1920,0.153,0.147,0.094,0.106,0.112,0.116,0.721,0.1266,0.8188,0.4727
Suriname,SUR,1921,0.153,0.147,0.094,0.106,0.112,0.116,0.721,0.1266,0.8188,0.4727
Suriname,SUR,1922,0.153,0.147,0.094,0.106,0.112,0.116,0.721,0.1266,0.8188,0.4727
Suriname,SUR,1923,0.153,0.147,0.094,0.106,0.112,0.116,0.721,0.1266,0.8188,0.4727
Suriname,SUR,1924,0.153,0.147,0.094,0.106,0.112,0.116,0.721,0.1266,0.8188,0.4727
