country_name,country_text_id,year,v2xcl_rol,v2xlg_legcon,v2x_jucon,v2x_liberal,rule_of_law,legislative_checks,judicial_independence,a5_preliminary
Mexico,MEX,1880,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1881,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1882,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1883,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1884,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1885,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1886,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1887,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1888,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1889,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1890,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1891,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1892,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1893,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1894,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1895,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1896,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1897,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1898,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1899,0.27,0.057,0.195,0.181,0.27,0.057,0.195,0.17670000000000002
Mexico,MEX,1900,0.269,0.057,0.201,0.184,0.269,0.057,0.201,0.1778
Mexico,MEX,1901,0.269,0.057,0.201,0.184,0.269,0.057,0.201,0.1778
Mexico,MEX,1902,0.269,0.057,0.201,0.184,0.269,0.057,0.201,0.1778
Mexico,MEX,1903,0.269,0.057,0.201,0.184,0.269,0.057,0.201,0.1778
Mexico,MEX,1904,0.269,0.057,0.201,0.184,0.269,0.057,0.201,0.1778
Mexico,MEX,1905,0.269,0.057,0.201,0.184,0.269,0.057,0.201,0.1778
Mexico,MEX,1906,0.269,0.057,0.201,0.184,0.269,0.057,0.201,0.1778
Mexico,MEX,1907,0.269,0.057,0.201,0.184,0.269,0.057,0.201,0.1778
Mexico,MEX,1908,0.269,0.057,0.201,0.184,0.269,0.057,0.201,0.1778
Mexico,MEX,1909,0.269,0.057,0.201,0.184,0.269,0.057,0.201,0.1778
Mexico,MEX,1910,0.246,0.057,0.2,0.175,0.246,0.057,0.2,0.16835
Mexico,MEX,1911,0.219,0.232,0.213,0.227,0.219,0.232,0.213,0.22205
Mexico,MEX,1912,0.22,0.26,0.213,0.236,0.22,0.26,0.213,0.23224999999999998
Mexico,MEX,1913,0.18,0.228,0.193,0.192,0.18,0.228,0.193,0.20005
Mexico,MEX,1914,0.18,0.323,0.193,0.128,0.18,0.323,0.193,0.2333
Mexico,MEX,1915,0.197,0.323,0.206,0.137,0.197,0.323,0.206,0.24335
Mexico,MEX,1916,0.213,0.323,0.206,0.143,0.213,0.323,0.206,0.24974999999999997
Mexico,MEX,1917,0.234,0.312,0.354,0.295,0.234,0.312,0.354,0.2913
Mexico,MEX,1918,0.269,0.225,0.354,0.289,0.269,0.225,0.354,0.27485000000000004
Mexico,MEX,1919,0.269,0.225,0.354,0.289,0.269,0.225,0.354,0.27485000000000004
Mexico,MEX,1920,0.266,0.225,0.334,0.286,0.266,0.225,0.334,0.26865
Mexico,MEX,1921,0.311,0.247,0.334,0.308,0.311,0.247,0.334,0.29435
Mexico,MEX,1922,0.311,0.247,0.334,0.308,0.311,0.247,0.334,0.29435
Mexico,MEX,1923,0.311,0.247,0.334,0.308,0.311,0.247,0.334,0.29435
Mexico,MEX,1924,0.311,0.232,0.334,0.304,0.311,0.232,0.334,0.2891
Mexico,MEX,1925,0.288,0.22,0.334,0.292,0.288,0.22,0.334,0.2757
Mexico,MEX,1926,0.283,0.22,0.334,0.287,0.283,0.22,0.334,0.2737
Mexico,MEX,1927,0.283,0.22,0.334,0.287,0.283,0.22,0.334,0.2737
Mexico,MEX,1928,0.283,0.22,0.284,0.263,0.283,0.22,0.284,0.2612
Mexico,MEX,1929,0.307,0.078,0.298,0.235,0.307,0.078,0.298,0.22460000000000002
Mexico,MEX,1930,0.382,0.065,0.298,0.252,0.382,0.065,0.298,0.25005
Mexico,MEX,1931,0.382,0.065,0.298,0.252,0.382,0.065,0.298,0.25005
Mexico,MEX,1932,0.398,0.065,0.298,0.261,0.398,0.065,0.298,0.25645
Mexico,MEX,1933,0.398,0.047,0.298,0.256,0.398,0.047,0.298,0.25015
Mexico,MEX,1934,0.398,0.047,0.275,0.246,0.398,0.047,0.275,0.2444
Mexico,MEX,1935,0.412,0.027,0.275,0.243,0.412,0.027,0.275,0.24300000000000002
Mexico,MEX,1936,0.412,0.027,0.275,0.243,0.412,0.027,0.275,0.24300000000000002
Mexico,MEX,1937,0.418,0.027,0.275,0.244,0.418,0.027,0.275,0.24540000000000003
Mexico,MEX,1938,0.418,0.027,0.275,0.244,0.418,0.027,0.275,0.24540000000000003
Mexico,MEX,1939,0.442,0.027,0.275,0.253,0.442,0.027,0.275,0.255
Mexico,MEX,1940,0.448,0.027,0.275,0.255,0.448,0.027,0.275,0.2574000000000001
Mexico,MEX,1941,0.448,0.027,0.275,0.255,0.448,0.027,0.275,0.2574000000000001
Mexico,MEX,1942,0.448,0.027,0.275,0.255,0.448,0.027,0.275,0.2574000000000001
Mexico,MEX,1943,0.448,0.027,0.287,0.262,0.448,0.027,0.287,0.2604
Mexico,MEX,1944,0.448,0.027,0.287,0.262,0.448,0.027,0.287,0.2604
Mexico,MEX,1945,0.448,0.027,0.287,0.262,0.448,0.027,0.287,0.2604
Mexico,MEX,1946,0.448,0.027,0.287,0.262,0.448,0.027,0.287,0.2604
Mexico,MEX,1947,0.448,0.027,0.287,0.262,0.448,0.027,0.287,0.2604
Mexico,MEX,1948,0.448,0.027,0.287,0.262,0.448,0.027,0.287,0.2604
Mexico,MEX,1949,0.448,0.027,0.287,0.262,0.448,0.027,0.287,0.2604
Mexico,MEX,1950,0.448,0.027,0.287,0.262,0.448,0.027,0.287,0.2604
Mexico,MEX,1951,0.448,0.027,0.287,0.262,0.448,0.027,0.287,0.2604
Mexico,MEX,1952,0.448,0.027,0.287,0.262,0.448,0.027,0.287,0.2604
Mexico,MEX,1953,0.457,0.027,0.287,0.267,0.457,0.027,0.287,0.264
Mexico,MEX,1954,0.473,0.027,0.287,0.27,0.473,0.027,0.287,0.2704
Mexico,MEX,1955,0.473,0.027,0.287,0.27,0.473,0.027,0.287,0.2704
Mexico,MEX,1956,0.473,0.027,0.287,0.27,0.473,0.027,0.287,0.2704
Mexico,MEX,1957,0.473,0.027,0.287,0.27,0.473,0.027,0.287,0.2704
Mexico,MEX,1958,0.467,0.027,0.287,0.268,0.467,0.027,0.287,0.268
Mexico,MEX,1959,0.466,0.027,0.287,0.266,0.466,0.027,0.287,0.2676
Mexico,MEX,1960,0.471,0.027,0.287,0.269,0.471,0.027,0.287,0.2696
Mexico,MEX,1961,0.471,0.027,0.287,0.269,0.471,0.027,0.287,0.2696
Mexico,MEX,1962,0.471,0.027,0.287,0.269,0.471,0.027,0.287,0.2696
Mexico,MEX,1963,0.471,0.027,0.287,0.269,0.471,0.027,0.287,0.2696
Mexico,MEX,1964,0.462,0.027,0.287,0.267,0.462,0.027,0.287,0.266
Mexico,MEX,1965,0.462,0.027,0.287,0.267,0.462,0.027,0.287,0.266
Mexico,MEX,1966,0.462,0.027,0.287,0.267,0.462,0.027,0.287,0.266
Mexico,MEX,1967,0.462,0.027,0.287,0.267,0.462,0.027,0.287,0.266
Mexico,MEX,1968,0.462,0.027,0.287,0.267,0.462,0.027,0.287,0.266
Mexico,MEX,1969,0.462,0.027,0.287,0.267,0.462,0.027,0.287,0.266
Mexico,MEX,1970,0.462,0.027,0.282,0.264,0.462,0.027,0.282,0.26475000000000004
Mexico,MEX,1971,0.462,0.027,0.282,0.264,0.462,0.027,0.282,0.26475000000000004
Mexico,MEX,1972,0.462,0.027,0.282,0.264,0.462,0.027,0.282,0.26475000000000004
Mexico,MEX,1973,0.462,0.027,0.282,0.264,0.462,0.027,0.282,0.26475000000000004
Mexico,MEX,1974,0.462,0.027,0.282,0.264,0.462,0.027,0.282,0.26475000000000004
Mexico,MEX,1975,0.464,0.027,0.282,0.262,0.464,0.027,0.282,0.26555
Mexico,MEX,1976,0.464,0.027,0.282,0.262,0.464,0.027,0.282,0.26555
Mexico,MEX,1977,0.493,0.039,0.282,0.278,0.493,0.039,0.282,0.28135
Mexico,MEX,1978,0.493,0.039,0.282,0.278,0.493,0.039,0.282,0.28135
Mexico,MEX,1979,0.493,0.039,0.282,0.278,0.493,0.039,0.282,0.28135
Mexico,MEX,1980,0.493,0.039,0.282,0.278,0.493,0.039,0.282,0.28135
Mexico,MEX,1981,0.499,0.039,0.282,0.279,0.499,0.039,0.282,0.28375
Mexico,MEX,1982,0.499,0.056,0.292,0.289,0.499,0.056,0.292,0.2922
Mexico,MEX,1983,0.506,0.085,0.292,0.301,0.506,0.085,0.292,0.30515000000000003
Mexico,MEX,1984,0.506,0.085,0.292,0.301,0.506,0.085,0.292,0.30515000000000003
Mexico,MEX,1985,0.506,0.085,0.292,0.301,0.506,0.085,0.292,0.30515000000000003
Mexico,MEX,1986,0.506,0.085,0.292,0.301,0.506,0.085,0.292,0.30515000000000003
Mexico,MEX,1987,0.506,0.093,0.292,0.307,0.506,0.093,0.292,0.30795
Mexico,MEX,1988,0.506,0.13,0.32,0.326,0.506,0.13,0.32,0.3279
Mexico,MEX,1989,0.513,0.169,0.333,0.347,0.513,0.169,0.333,0.3476
Mexico,MEX,1990,0.524,0.169,0.381,0.362,0.524,0.169,0.381,0.364
Mexico,MEX,1991,0.531,0.169,0.381,0.365,0.531,0.169,0.381,0.3668
Mexico,MEX,1992,0.554,0.169,0.381,0.372,0.554,0.169,0.381,0.376
Mexico,MEX,1993,0.554,0.169,0.381,0.372,0.554,0.169,0.381,0.376
Mexico,MEX,1994,0.572,0.284,0.513,0.456,0.572,0.284,0.513,0.45645
Mexico,MEX,1995,0.587,0.284,0.577,0.485,0.587,0.284,0.577,0.47845
Mexico,MEX,1996,0.587,0.284,0.577,0.485,0.587,0.284,0.577,0.47845
Mexico,MEX,1997,0.588,0.512,0.577,0.562,0.588,0.512,0.577,0.55865
Mexico,MEX,1998,0.588,0.542,0.577,0.567,0.588,0.542,0.577,0.56915
Mexico,MEX,1999,0.588,0.542,0.577,0.567,0.588,0.542,0.577,0.56915
Mexico,MEX,2000,0.59,0.76,0.731,0.687,0.59,0.76,0.731,0.68475
Mexico,MEX,2001,0.602,0.734,0.731,0.685,0.602,0.734,0.731,0.68045
Mexico,MEX,2002,0.602,0.734,0.731,0.685,0.602,0.734,0.731,0.68045
Mexico,MEX,2003,0.602,0.721,0.731,0.679,0.602,0.721,0.731,0.6759
Mexico,MEX,2004,0.602,0.721,0.731,0.679,0.602,0.721,0.731,0.6759
Mexico,MEX,2005,0.602,0.721,0.731,0.679,0.602,0.721,0.731,0.6759
Mexico,MEX,2006,0.587,0.721,0.731,0.673,0.587,0.721,0.731,0.6698999999999999
Mexico,MEX,2007,0.592,0.721,0.714,0.67,0.592,0.721,0.714,0.66765
Mexico,MEX,2008,0.592,0.721,0.714,0.67,0.592,0.721,0.714,0.66765
Mexico,MEX,2009,0.59,0.721,0.714,0.67,0.59,0.721,0.714,0.6668499999999999
Mexico,MEX,2010,0.585,0.72,0.739,0.674,0.585,0.72,0.739,0.67075
Mexico,MEX,2011,0.585,0.72,0.739,0.674,0.585,0.72,0.739,0.67075
Mexico,MEX,2012,0.593,0.72,0.719,0.67,0.593,0.72,0.719,0.6689499999999999
Mexico,MEX,2013,0.595,0.619,0.712,0.633,0.595,0.619,0.712,0.6326499999999999
Mexico,MEX,2014,0.584,0.619,0.712,0.633,0.584,0.619,0.712,0.62825
Mexico,MEX,2015,0.6,0.587,0.709,0.629,0.6,0.587,0.709,0.6226999999999999
Mexico,MEX,2016,0.6,0.591,0.709,0.624,0.6,0.591,0.709,0.6241
Mexico,MEX,2017,0.618,0.647,0.709,0.648,0.618,0.647,0.709,0.6509
Mexico,MEX,2018,0.625,0.58,0.662,0.62,0.625,0.58,0.662,0.6184999999999999
Mexico,MEX,2019,0.601,0.413,0.687,0.567,0.601,0.413,0.687,0.5567
Mexico,MEX,2020,0.597,0.448,0.606,0.544,0.597,0.448,0.606,0.5471
Mexico,MEX,2021,0.567,0.473,0.527,0.523,0.567,0.473,0.527,0.5241
Mexico,MEX,2022,0.573,0.395,0.494,0.488,0.573,0.395,0.494,0.49094999999999994
Mexico,MEX,2023,0.586,0.357,0.469,0.473,0.586,0.357,0.469,0.4766
Mexico,MEX,2024,0.506,0.272,0.401,0.397,0.506,0.272,0.401,0.39785000000000004
Suriname,SUR,1900,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1901,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1902,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1903,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1904,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1905,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1906,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1907,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1908,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1909,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1910,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1911,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1912,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1913,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1914,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1915,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1916,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1917,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1918,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1919,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1920,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1921,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1922,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1923,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1924,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1925,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1926,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1927,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1928,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1929,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1930,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1931,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1932,0.733,0.721,0.84,0.516,0.733,0.721,0.84,0.7555499999999999
Suriname,SUR,1933,0.733,0.721,0.851,0.523,0.733,0.721,0.851,0.7583
Suriname,SUR,1934,0.733,0.721,0.851,0.523,0.733,0.721,0.851,0.7583
Suriname,SUR,1935,0.733,0.721,0.851,0.523,0.733,0.721,0.851,0.7583
Suriname,SUR,1936,0.733,0.721,0.851,0.523,0.733,0.721,0.851,0.7583
Suriname,SUR,1937,0.733,0.721,0.851,0.523,0.733,0.721,0.851,0.7583
Suriname,SUR,1938,0.733,0.721,0.851,0.523,0.733,0.721,0.851,0.7583
Suriname,SUR,1939,0.733,0.721,0.851,0.523,0.733,0.721,0.851,0.7583
Suriname,SUR,1940,0.733,0.721,0.841,0.522,0.733,0.721,0.841,0.7558
Suriname,SUR,1941,0.733,0.721,0.841,0.522,0.733,0.721,0.841,0.7558
Suriname,SUR,1942,0.733,0.721,0.835,0.519,0.733,0.721,0.835,0.7543
Suriname,SUR,1943,0.733,0.721,0.835,0.519,0.733,0.721,0.835,0.7543
Suriname,SUR,1944,0.733,0.721,0.835,0.519,0.733,0.721,0.835,0.7543
Suriname,SUR,1945,0.735,0.721,0.835,0.52,0.735,0.721,0.835,0.7550999999999999
Suriname,SUR,1946,0.737,0.721,0.876,0.535,0.737,0.721,0.876,0.76615
Suriname,SUR,1947,0.737,0.721,0.876,0.535,0.737,0.721,0.876,0.76615
Suriname,SUR,1948,0.737,0.721,0.876,0.535,0.737,0.721,0.876,0.76615
Suriname,SUR,1949,0.737,0.721,0.865,0.669,0.737,0.721,0.865,0.7634000000000001
Suriname,SUR,1950,0.737,0.783,0.865,0.788,0.737,0.783,0.865,0.7851000000000001
Suriname,SUR,1951,0.737,0.783,0.865,0.788,0.737,0.783,0.865,0.7851000000000001
Suriname,SUR,1952,0.737,0.783,0.865,0.788,0.737,0.783,0.865,0.7851000000000001
Suriname,SUR,1953,0.737,0.783,0.865,0.788,0.737,0.783,0.865,0.7851000000000001
Suriname,SUR,1954,0.737,0.783,0.865,0.788,0.737,0.783,0.865,0.7851000000000001
Suriname,SUR,1955,0.77,0.783,0.866,0.798,0.77,0.783,0.866,0.7985500000000001
Suriname,SUR,1956,0.77,0.783,0.866,0.798,0.77,0.783,0.866,0.7985500000000001
Suriname,SUR,1957,0.77,0.783,0.866,0.798,0.77,0.783,0.866,0.7985500000000001
Suriname,SUR,1958,0.77,0.783,0.866,0.798,0.77,0.783,0.866,0.7985500000000001
Suriname,SUR,1959,0.77,0.783,0.866,0.798,0.77,0.783,0.866,0.7985500000000001
